signal_date,executed,starting_equity,ending_equity,daily_pnl,daily_return_pct,portfolio_size,stop_loss_pct,regime,entry_date,peak_equity,drawdown_pct
2026-04-17,0,100000.0,100000.0,0.0,0.0,3,0.015,risk_on,,100000.0,0.0
2026-04-20,0,100000.0,100000.0,0.0,0.0,3,0.015,neutral,,100000.0,0.0
2026-04-21,0,100000.0,100000.0,0.0,0.0,3,0.015,risk_on,,100000.0,0.0
2026-04-22,0,100000.0,100000.0,0.0,0.0,3,0.015,risk_on,,100000.0,0.0
2026-04-23,0,100000.0,100000.0,0.0,0.0,3,0.015,risk_off,,100000.0,0.0
2026-04-24,1,100000.0,102356.77179374376,2356.7717937437583,0.023567717937437584,1,0.015,risk_off,2026-04-27,102356.77179374376,0.0
2026-04-27,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.015,risk_on,,102356.77179374376,0.0
2026-04-28,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.015,risk_off,,102356.77179374376,0.0
2026-04-29,1,102356.77179374376,101947.47818280262,-409.29361094114245,-0.003998695970657403,3,0.015,neutral,2026-04-30,102356.77179374376,-0.003998695970657384
2026-04-30,0,101947.47818280262,101947.47818280262,0.0,0.0,3,0.015,risk_off,,102356.77179374376,-0.003998695970657384
2026-05-04,1,101947.47818280262,100291.4946340668,-1655.9835487358202,-0.01624349692855047,1,0.015,risk_on,2026-05-05,102356.77179374376,-0.020177240093490312
2026-05-05,1,100291.4946340668,98626.9991190764,-1664.4955149904013,-0.01659657701845645,2,0.015,neutral,2026-05-06,102356.77179374376,-0.03643894399271519
2026-05-06,1,98626.9991190764,98265.46784345953,-361.5312756168703,-0.0036656420538597025,3,0.015,risk_on,2026-05-07,102356.77179374376,-0.03997101392107694
2026-05-07,1,98265.46784345953,98571.39744276511,305.92959930559005,0.003113297132955669,2,0.015,risk_on,2026-05-08,102356.77179374376,-0.03698215843116315
2026-05-08,1,98571.39744276511,96966.01196470193,-1605.3854780631812,-0.016286524485922386,1,0.015,neutral,2026-05-11,102356.77179374376,-0.05266637208825409
2026-05-11,0,96966.01196470193,96966.01196470193,0.0,0.0,3,0.015,risk_off,,102356.77179374376,-0.05266637208825409
2026-05-12,1,96966.01196470193,97869.44166824177,903.4297035398336,0.009316972877761589,3,0.015,risk_off,2026-05-13,102356.77179374376,-0.04384009037080894
2026-05-13,1,97869.44166824177,96185.98526980923,-1683.4563984325396,-0.017201042222547126,3,0.015,neutral,2026-05-14,102356.77179374376,-0.06028703734784746
2026-05-14,1,96185.98526980923,98453.50391023513,2267.5186404258984,0.02357431422119689,1,0.015,risk_off,2026-05-15,102356.77179374376,-0.03813394868855369
2026-05-15,1,98453.50391023513,100725.31816967911,2271.8142594439837,0.023074996513230323,2,0.015,risk_off,2026-05-18,102356.77179374376,-0.01593889290834749
2026-05-18,1,100725.31816967911,98990.7836387643,-1734.5345309148045,-0.017220442312158846,3,0.015,risk_off,2026-05-19,102356.77179374376,-0.032884860434658436
2026-05-19,1,98990.7836387643,97378.93421645388,-1611.849422310426,-0.016282823138286922,1,0.015,risk_on,2026-05-20,102356.77179374376,-0.04863222520656052
2026-05-20,1,97378.93421645388,95696.38814335574,-1682.546073098141,-0.017278337318399666,3,0.015,neutral,2026-05-21,102356.77179374376,-0.06507027853329694
2026-05-21,1,95696.38814335574,95313.85827854158,-382.5298648141602,-0.003997328135740298,3,0.015,neutral,2026-05-22,102356.77179374376,-0.06880749941385567
2026-05-22,1,95313.85827854158,95611.54073931086,297.68246076928165,0.003123181310102313,2,0.015,neutral,2026-05-25,102356.77179374376,-0.06589921639991747
2026-05-25,1,95611.54073931086,94005.7724685106,-1605.7682708002749,-0.01679471179298819,2,0.015,risk_on,2026-05-26,102356.77179374376,-0.08158716984608527
2026-05-26,1,94005.7724685106,93613.61438069229,-392.1580878182949,-0.00417163837411854,3,0.015,neutral,2026-05-27,102356.77179374376,-0.08541845605163823
2026-05-27,1,93613.61438069229,93910.79460278919,297.1802220968966,0.003174540627054239,2,0.015,risk_on,2026-05-29,102356.77179374376,-0.08251507978362016
2026-05-29,1,93910.79460278919,92335.25024324363,-1575.5443595455622,-0.016777031503242845,2,0.015,risk_off,2026-06-01,102356.77179374376,-0.0979077531938406
2026-06-01,1,92335.25024324363,94513.83543953834,2178.58519629471,0.023594295683994442,1,0.015,risk_off,2026-06-02,102356.77179374376,-0.07662352198845723
2026-06-02,1,94513.83543953834,92887.96901300098,-1625.866426537349,-0.017202417180259666,3,0.015,neutral,2026-06-03,102356.77179374376,-0.09250782937765067
2026-06-03,0,92887.96901300098,92887.96901300098,0.0,0.0,3,0.015,risk_off,,102356.77179374376,-0.09250782937765067
2026-06-04,1,92887.96901300098,92516.19035810181,-371.7786548991646,-0.004002441423249645,3,0.015,neutral,2026-06-05,102356.77179374376,-0.09614001363262437
2026-06-05,1,92516.19035810181,90970.97918056976,-1545.2111775320518,-0.016702062326075177,2,0.015,neutral,2026-06-08,102356.77179374376,-0.1112363394589777
2026-06-08,1,90970.97918056976,90671.82233635949,-299.15684421026884,-0.0032884865800605224,3,0.015,risk_off,2026-06-09,102356.77179374376,-0.1141590268295124
2026-06-09,0,90671.82233635949,90671.82233635949,0.0,0.0,3,0.015,risk_on,,102356.77179374376,-0.1141590268295124
2026-06-10,0,90671.82233635949,90671.82233635949,0.0,0.0,3,0.015,risk_off,,102356.77179374376,-0.1141590268295124
2026-06-11,1,90671.82233635949,92757.16096462657,2085.3386282670863,0.02299875059895938,2,0.015,risk_off,2026-06-12,102356.77179374376,-0.09378579121722486
2026-06-12,1,92757.16096462657,94933.6891640788,2176.5281994522156,0.0234647996641709,1,0.015,risk_on,2026-06-15,102356.77179374376,-0.07252165635531183
