signal_date,executed,starting_equity,ending_equity,daily_pnl,daily_return_pct,portfolio_size,stop_loss_pct,regime,entry_date,peak_equity,drawdown_pct
2026-04-17,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_on,,100000.0,0.0
2026-04-20,0,100000.0,100000.0,0.0,0.0,1,0.025,neutral,,100000.0,0.0
2026-04-21,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_on,,100000.0,0.0
2026-04-22,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_on,,100000.0,0.0
2026-04-23,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_off,,100000.0,0.0
2026-04-24,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_off,,100000.0,0.0
2026-04-27,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_on,,100000.0,0.0
2026-04-28,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_off,,100000.0,0.0
2026-04-29,0,100000.0,100000.0,0.0,0.0,1,0.025,neutral,,100000.0,0.0
2026-04-30,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_off,,100000.0,0.0
2026-05-04,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_on,,100000.0,0.0
2026-05-05,0,100000.0,100000.0,0.0,0.0,1,0.025,neutral,,100000.0,0.0
2026-05-06,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_on,,100000.0,0.0
2026-05-07,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_on,,100000.0,0.0
2026-05-08,0,100000.0,100000.0,0.0,0.0,1,0.025,neutral,,100000.0,0.0
2026-05-11,0,100000.0,100000.0,0.0,0.0,1,0.025,risk_off,,100000.0,0.0
2026-05-12,1,100000.0,102360.87613583064,2360.8761358306333,0.02360876135830633,1,0.025,risk_off,2026-05-13,102360.87613583064,0.0
2026-05-13,0,102360.87613583064,102360.87613583064,0.0,0.0,1,0.025,neutral,,102360.87613583064,0.0
2026-05-14,1,102360.87613583064,104768.68075446415,2407.8046186335196,0.023522704274613823,1,0.025,risk_off,2026-05-15,104768.68075446415,0.0
2026-05-15,1,104768.68075446415,107239.25695416187,2470.576199697718,0.02358124758187764,1,0.025,risk_off,2026-05-18,107239.25695416187,0.0
2026-05-18,1,107239.25695416187,109773.11144382338,2533.8544896615026,0.02362804966789884,1,0.025,risk_off,2026-05-19,109773.11144382338,0.0
2026-05-19,0,109773.11144382338,109773.11144382338,0.0,0.0,1,0.025,risk_on,,109773.11144382338,0.0
2026-05-20,0,109773.11144382338,109773.11144382338,0.0,0.0,1,0.025,neutral,,109773.11144382338,0.0
