stop_loss_pct,portfolio_size,final_equity,net_pnl,net_return_pct,trade_count,execution_days,no_trade_days,win_rate,profit_factor,max_drawdown_pct,target_hit_rate,stop_hit_rate,average_trade_net_pct,average_win_pnl,average_loss_pnl,daily_2_5pct_attainment_on_trade_days,monthly_30pct_target_hit
0.015,1,68435.26958932028,-31564.730410679724,-0.3156473041067972,81,81,21,0.2962962962962963,0.6138849823015218,-0.379311279206515,0.2839506172839506,0.691358024691358,-0.004511488764278593,2091.0343077102934,-1434.2026981706456,0.0,False
0.02,1,60669.624171861535,-39330.375828138465,-0.39330375828138464,65,65,37,0.3076923076923077,0.5071554386399335,-0.44837509033343426,0.2923076923076923,0.676923076923077,-0.007451558823939997,2023.6211950830725,-1773.3955495511098,0.0,False
0.015,5,60183.41452647016,-39816.58547352984,-0.3981658547352984,286,81,21,0.2692307692307692,0.5201751046144641,-0.4120231278127444,0.26223776223776224,0.7167832167832168,-0.007282078517662542,560.5831950300516,-397.0406291427936,0.0,False
0.02,5,59847.71256977732,-40152.28743022268,-0.4015228743022268,205,65,37,0.3024390243902439,0.5082362964160986,-0.44485586501597774,0.2975609756097561,0.6682926829268293,-0.008754624478104246,669.310762906897,-570.9759072059463,0.0,False
0.015,3,59467.43580363055,-40532.56419636945,-0.40532564196369447,207,81,21,0.25120772946859904,0.5091702190017598,-0.4190180604419441,0.24154589371980675,0.7391304347826086,-0.007327531200113922,808.5983004047989,-532.7721020478642,0.0,False
0.02,3,59279.87081702702,-40720.12918297298,-0.40720129182972986,157,65,37,0.28662420382165604,0.4999603544715201,-0.45223123959421463,0.2802547770700637,0.6878980891719745,-0.009012719063869844,904.7482713508488,-727.0875124442961,0.0,False
0.025,1,55869.63904491955,-44130.36095508045,-0.4413036095508045,54,54,48,0.3148148148148148,0.40807496593182424,-0.49104440686724127,0.2962962962962963,0.6666666666666666,-0.010464876565235664,1789.624033929848,-2014.972149510484,0.0,False
0.025,3,55846.39097781519,-44153.60902218481,-0.44153609022184814,124,54,48,0.3064516129032258,0.4145762932710992,-0.4701822730468661,0.29838709677419356,0.6612903225806451,-0.011321531711713843,822.8426042701316,-876.9956742377883,0.0,False
0.025,5,54997.937833124415,-45002.062166875585,-0.4500206216687559,155,54,48,0.3032258064516129,0.40381908027120883,-0.4782315938476476,0.2967741935483871,0.6451612903225806,-0.011732594600823727,648.5497853893086,-698.9250192608624,0.0,False
