signal_date,executed,starting_equity,ending_equity,daily_pnl,daily_return_pct,portfolio_size,stop_loss_pct,regime,entry_date,peak_equity,drawdown_pct
2026-04-17,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_on,,100000.0,0.0
2026-04-20,0,100000.0,100000.0,0.0,0.0,5,0.025,neutral,,100000.0,0.0
2026-04-21,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_on,,100000.0,0.0
2026-04-22,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_on,,100000.0,0.0
2026-04-23,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_off,,100000.0,0.0
2026-04-24,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_off,,100000.0,0.0
2026-04-27,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_on,,100000.0,0.0
2026-04-28,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_off,,100000.0,0.0
2026-04-29,0,100000.0,100000.0,0.0,0.0,5,0.025,neutral,,100000.0,0.0
2026-04-30,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_off,,100000.0,0.0
2026-05-04,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_on,,100000.0,0.0
2026-05-05,0,100000.0,100000.0,0.0,0.0,5,0.025,neutral,,100000.0,0.0
2026-05-06,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_on,,100000.0,0.0
2026-05-07,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_on,,100000.0,0.0
2026-05-08,0,100000.0,100000.0,0.0,0.0,5,0.025,neutral,,100000.0,0.0
2026-05-11,0,100000.0,100000.0,0.0,0.0,5,0.025,risk_off,,100000.0,0.0
2026-05-12,1,100000.0,100616.91188737596,616.9118873759617,0.006169118873759617,3,0.025,risk_off,2026-05-13,100616.91188737596,0.0
2026-05-13,0,100616.91188737596,100616.91188737596,0.0,0.0,5,0.025,neutral,,100616.91188737596,0.0
2026-05-14,1,100616.91188737596,102977.95451327361,2361.042625897656,0.023465663789606798,1,0.025,risk_off,2026-05-15,102977.95451327361,0.0
2026-05-15,1,102977.95451327361,105406.79961573877,2428.8451024651595,0.023586068629398608,1,0.025,risk_off,2026-05-18,105406.79961573877,0.0
2026-05-18,1,105406.79961573877,105100.85925395387,-305.9403617848967,-0.0029024727332601355,5,0.025,risk_off,2026-05-19,105406.79961573877,-0.002902472733260164
2026-05-19,0,105100.85925395387,105100.85925395387,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.002902472733260164
2026-05-20,0,105100.85925395387,105100.85925395387,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.002902472733260164
2026-05-21,0,105100.85925395387,105100.85925395387,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.002902472733260164
2026-05-22,0,105100.85925395387,105100.85925395387,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.002902472733260164
2026-05-25,0,105100.85925395387,105100.85925395387,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.002902472733260164
2026-05-26,0,105100.85925395387,105100.85925395387,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.002902472733260164
2026-05-27,0,105100.85925395387,105100.85925395387,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.002902472733260164
2026-05-29,1,105100.85925395387,102338.78618594585,-2762.073068008022,-0.02628021395461725,1,0.025,risk_off,2026-06-01,105406.79961573877,-0.029106409083449858
2026-06-01,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-02,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.029106409083449858
2026-06-03,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-04,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.029106409083449858
2026-06-05,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.029106409083449858
2026-06-08,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-09,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.029106409083449858
2026-06-10,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-11,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-12,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.029106409083449858
2026-06-15,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.029106409083449858
2026-06-16,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.029106409083449858
2026-06-17,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.029106409083449858
2026-06-18,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.029106409083449858
2026-06-19,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.029106409083449858
2026-06-22,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_on,,105406.79961573877,-0.029106409083449858
2026-06-23,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-24,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.029106409083449858
2026-06-25,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-29,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.029106409083449858
2026-06-30,0,102338.78618594585,102338.78618594585,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.029106409083449858
2026-07-01,1,102338.78618594585,102080.6045126529,-258.181673292945,-0.0025228135188533336,3,0.025,neutral,2026-07-02,105406.79961573877,-0.0315557925599822
2026-07-02,1,102080.6045126529,99396.51643601766,-2684.0880766352525,-0.026293810557347936,1,0.025,risk_on,2026-07-03,105406.79961573877,-0.05701988108577094
2026-07-03,1,99396.51643601766,100422.17907838576,1025.6626423681057,0.010318899284849012,1,0.025,neutral,2026-07-06,105406.79961573877,-0.0472893642110801
2026-07-06,1,100422.17907838576,97736.9800468428,-2685.1990315429566,-0.026739103415063237,2,0.025,neutral,2026-07-07,105406.79961573877,-0.07276399242607068
2026-07-07,1,97736.9800468428,100042.93617665378,2305.9561298109747,0.02359348660768718,1,0.025,risk_off,2026-07-08,105406.79961573877,-0.05088726209920991
2026-07-08,1,100042.93617665378,99785.3146993219,-257.62147733188056,-0.0025751091199180502,4,0.025,risk_off,2026-07-09,105406.79961573877,-0.05333133096640852
2026-07-09,1,99785.3146993219,98965.94347017437,-819.3712291475301,-0.008211340833232831,5,0.025,risk_on,2026-07-10,105406.79961573877,-0.06110475006398619
2026-07-10,1,98965.94347017437,98047.45445531636,-918.4890148580089,-0.009280859482078461,4,0.025,risk_on,2026-07-13,105406.79961573877,-0.06981850494703334
2026-07-13,1,98047.45445531636,96994.47581248554,-1052.9786428308146,-0.010739479659930322,3,0.025,neutral,2026-07-14,105406.79961573877,-0.0798081701931983
2026-07-14,1,96994.47581248554,95510.53907523848,-1483.9367372470547,-0.015299188173519012,4,0.025,risk_off,2026-07-15,105406.79961573877,-0.09388635815314739
2026-07-15,1,95510.53907523848,93004.93777463248,-2505.6013006060143,-0.026233767758678708,1,0.025,risk_on,2026-07-16,105406.79961573877,-0.11765713299632818
2026-07-16,0,93004.93777463248,93004.93777463248,0.0,0.0,5,0.025,neutral,,105406.79961573877,-0.11765713299632818
2026-07-17,1,93004.93777463248,90515.6889362606,-2489.2488383718774,-0.026764695487499497,2,0.025,risk_off,2026-07-20,105406.79961573877,-0.14127277114724868
2026-07-20,1,90515.6889362606,92649.38841048772,2133.699474227119,0.02357270324407108,1,0.025,neutral,2026-07-21,105406.79961573877,-0.12103024901389925
2026-07-21,1,92649.38841048772,90164.84336963797,-2484.545040849758,-0.026816637254439907,2,0.025,neutral,2026-07-22,105406.79961573877,-0.14460126198371892
2026-07-22,1,90164.84336963797,88610.8053956924,-1554.0379739455673,-0.017235520141422135,5,0.025,risk_off,2026-07-23,105406.79961573877,-0.15934450416174561
2026-07-23,1,88610.8053956924,87286.51296363283,-1324.2924320595635,-0.014945044525280218,4,0.025,risk_off,2026-07-24,105406.79961573877,-0.17190813797746984
2026-07-24,1,87286.51296363283,84958.58483282637,-2327.9281308064737,-0.026669963683580586,2,0.025,neutral,2026-07-27,105406.79961573877,-0.1939933178642793
2026-07-27,1,84958.58483282637,82609.34966122915,-2349.2351715972213,-0.02765153369985892,4,0.025,risk_on,2026-07-28,105406.79961573877,-0.21628063879766657
2026-07-28,1,82609.34966122915,81713.10185900534,-896.2478022238063,-0.010849229607776952,3,0.025,risk_off,2026-07-29,105406.79961573877,-0.22478339009541104
2026-07-29,1,81713.10185900534,81425.16139301438,-287.9404659909698,-0.0035237980132954263,5,0.025,risk_on,2026-07-30,105406.79961573877,-0.22751509684526638
2026-07-30,0,81425.16139301438,81425.16139301438,0.0,0.0,5,0.025,risk_off,,105406.79961573877,-0.22751509684526638
2026-07-31,1,81425.16139301438,79284.94990487499,-2140.2114881393973,-0.02628439970550688,1,0.025,risk_on,2026-08-03,105406.79961573877,-0.24781939880625514
2026-08-03,1,79284.94990487499,78530.34976839472,-754.6001364802689,-0.009517570956223445,4,0.025,risk_on,2026-08-04,105406.79961573877,-0.25497833105001133
2026-08-04,1,78530.34976839472,77354.15969990402,-1176.1900684907,-0.01497752234594107,4,0.025,neutral,2026-08-05,105406.79961573877,-0.2661369097449201
2026-08-05,1,77354.15969990402,76503.2167323642,-850.9429675398128,-0.011000610320647936,3,0.025,risk_on,2026-08-06,105406.79961573877,-0.2742098516295227
2026-08-06,1,76503.2167323642,74504.89227645143,-1998.3244559127731,-0.02612078996499757,1,0.025,neutral,2026-08-07,105406.79961573877,-0.29316806365377246
2026-08-07,1,74504.89227645143,74268.86432889692,-236.02794755450464,-0.0031679523363206765,4,0.025,neutral,2026-08-10,105406.79961573877,-0.29540727353790663
