qty,entry_price,exit_price,buy_value,sell_value,gross_pnl,net_pnl,fees,return_pct,exit_reason,score,expected_net,symbol,surge_probability,predicted_mfe,p_hit_2_5,p_hit_3,p_hit_4,p_hit_5,regime,regime_score,validation_precision,mfe_validation_mae,mfe_validation_rank_ic,signal_date,entry_date,portfolio_size,configured_portfolio_size,stop_loss_pct,target_pct
162,615.3075,630.37484240625,99679.815,102120.7244698125,2440.9094698124973,2356.7717937437583,84.13767606873901,0.023567717937437584,take_profit,0.06970228192440354,0.0006681408286094677,SBCL,0.8525826334953308,0.028517436236143112,0.5592920184135437,0.5765407681465149,0.45085468888282776,0.42204567790031433,risk_off,0.20506391261650792,0.7142857142857143,0.01745998371336094,0.13128876722264976,2026-04-24,2026-04-27,1,3,0.02,0.025
173,591.2955,605.7748485562499,102294.1215,104799.04880023123,2504.92730023124,2419.8208582529596,85.10644197828044,0.023641043145919766,take_profit,0.09963449069325744,0.00025806325674057,RAYMONDREL,0.8039150238037109,0.03468906506896019,0.5501791834831238,0.6902927756309509,0.6272401213645935,0.6216216087341309,risk_on,0.8177920516261694,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-06,2026-05-07,1,3,0.02,0.025
84,410.90534999999994,420.9673947581249,34516.049399999996,35361.26115968249,845.2117596824974,785.2213802871324,59.99037939536498,0.022482732843636766,take_profit,0.09910576772297124,0.009664304733276369,OMNI,0.8360778093338013,0.03849257156252861,0.7592067718505859,0.6902927756309509,0.6272401213645935,0.4984802007675171,risk_off,0.19343057296766802,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-12,2026-05-13,3,3,0.02,0.025
95,365.1825,374.12490646875,34692.3375,35541.86611453125,849.5286145312493,789.4729092448545,60.05570528639491,0.022604464105842714,take_profit,0.09901895653808811,0.009664304733276369,AEROFLEX,0.8445746302604675,0.037624459713697433,0.7592067718505859,0.7272727489471436,0.6272401213645935,0.4984802007675171,risk_off,0.19343057296766802,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-12,2026-05-13,3,3,0.02,0.025
35,991.5455249999999,971.22875719275,34704.093375,33993.00650174625,-711.0868732537492,-770.6916037162948,59.60473046254564,-0.022066711205509158,stop_and_target_same_bar_conservative_stop,0.08282251235450007,0.004250000298023224,RPSGVENT,0.8451075553894043,0.05012093856930733,0.6388888955116272,0.625,0.4486842155456543,0.3961864411830902,risk_off,0.19343057296766802,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-12,2026-05-13,3,3,0.02,0.025
200,525.2624999999999,514.4998713749999,105052.49999999999,102899.97427499997,-2152.525725000014,-2237.2759912707743,84.75026627076025,-0.02119021951062556,stop_loss,0.08524084603722808,0.00025806325674057,JARO,0.820794403553009,0.04205026105046272,0.5501791834831238,0.6902928352355957,0.6272401213645935,0.6216216087341309,neutral,0.5151967665425772,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-13,2026-05-14,1,3,0.02,0.025
106,969.4844999999999,993.2247516937499,102765.35699999999,105281.82367953748,2516.466679537494,2431.1856150014664,85.28106453602787,0.02352532926534864,take_profit,0.09068122280602359,0.004367923617362977,SHARDACROP,0.8159550428390503,0.03919868543744087,0.6415094137191772,0.5816023945808411,0.5699708461761475,0.4321267008781433,risk_off,0.36484978545997615,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-14,2026-05-15,1,3,0.02,0.025
91,576.78825,590.912352271875,52487.730749999995,53773.02405674062,1285.2933067406266,1218.6432827209524,66.6500240196743,0.02304228761295588,take_profit,0.07808240328739778,0.004367923617362977,JINDRILL,0.845147430896759,0.04156981036067009,0.6415094137191772,0.6902927756309509,0.5699708461761475,0.4321267008781433,risk_off,0.10813114524100131,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-15,2026-05-18,2,3,0.02,0.025
421,125.54274,128.61696784574997,52853.493539999996,54147.74346306074,1294.2499230607427,1227.46436079338,66.78556226736285,0.023209077863132605,take_profit,0.06429438997815744,0.00025806325674057,AYE,0.8380856513977051,0.036118511110544205,0.5501791834831238,0.5714285373687744,0.4486842155456543,0.365487664937973,risk_off,0.10813114524100131,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-15,2026-05-18,2,3,0.02,0.025
138,261.03045,255.6819360795,36022.202099999995,35284.107178971,-738.0949210289982,-798.1708000467669,60.07587901776864,-0.022126213689797565,stop_and_target_same_bar_conservative_stop,0.08535565085039905,0.006645038604736327,SUVEN,0.8396520018577576,0.04062747582793236,0.6921119689941406,0.7543859481811523,0.70652174949646,0.6666666865348816,risk_off,0.10873335526910856,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-18,2026-05-19,3,3,0.02,0.025
