signal_date,executed,starting_equity,ending_equity,daily_pnl,daily_return_pct,portfolio_size,stop_loss_pct,regime,entry_date,peak_equity,drawdown_pct
2026-04-17,0,100000.0,100000.0,0.0,0.0,1,0.02,risk_on,,100000.0,0.0
2026-04-20,0,100000.0,100000.0,0.0,0.0,1,0.02,neutral,,100000.0,0.0
2026-04-21,0,100000.0,100000.0,0.0,0.0,1,0.02,risk_on,,100000.0,0.0
2026-04-22,0,100000.0,100000.0,0.0,0.0,1,0.02,risk_on,,100000.0,0.0
2026-04-23,0,100000.0,100000.0,0.0,0.0,1,0.02,risk_off,,100000.0,0.0
2026-04-24,1,100000.0,102356.77179374376,2356.7717937437583,0.023567717937437584,1,0.02,risk_off,2026-04-27,102356.77179374376,0.0
2026-04-27,0,102356.77179374376,102356.77179374376,0.0,0.0,1,0.02,risk_on,,102356.77179374376,0.0
2026-04-28,0,102356.77179374376,102356.77179374376,0.0,0.0,1,0.02,risk_off,,102356.77179374376,0.0
2026-04-29,0,102356.77179374376,102356.77179374376,0.0,0.0,1,0.02,neutral,,102356.77179374376,0.0
2026-04-30,0,102356.77179374376,102356.77179374376,0.0,0.0,1,0.02,risk_off,,102356.77179374376,0.0
2026-05-04,0,102356.77179374376,102356.77179374376,0.0,0.0,1,0.02,risk_on,,102356.77179374376,0.0
2026-05-05,0,102356.77179374376,102356.77179374376,0.0,0.0,1,0.02,neutral,,102356.77179374376,0.0
2026-05-06,1,102356.77179374376,104776.59265199672,2419.8208582529596,0.023641043145919766,1,0.02,risk_on,2026-05-07,104776.59265199672,0.0
2026-05-07,0,104776.59265199672,104776.59265199672,0.0,0.0,1,0.02,risk_on,,104776.59265199672,0.0
2026-05-08,0,104776.59265199672,104776.59265199672,0.0,0.0,1,0.02,neutral,,104776.59265199672,0.0
2026-05-11,0,104776.59265199672,104776.59265199672,0.0,0.0,1,0.02,risk_off,,104776.59265199672,0.0
2026-05-12,1,104776.59265199672,107246.47634953161,2469.8836975348986,0.02357285759175554,1,0.02,risk_off,2026-05-13,107246.47634953161,0.0
2026-05-13,1,107246.47634953161,104965.39883843543,-2281.077511096181,-0.021269486781661923,1,0.02,neutral,2026-05-14,107246.47634953161,-0.02126948678166196
2026-05-14,1,104965.39883843543,107443.34644617279,2477.9476077373597,0.02360728044821189,1,0.02,risk_off,2026-05-15,107443.34644617279,0.0
