qty,entry_price,exit_price,buy_value,sell_value,gross_pnl,net_pnl,fees,return_pct,exit_reason,score,expected_net,symbol,surge_probability,predicted_mfe,p_hit_2_5,p_hit_3,p_hit_4,p_hit_5,regime,regime_score,validation_precision,mfe_validation_mae,mfe_validation_rank_ic,signal_date,entry_date,portfolio_size,configured_portfolio_size,stop_loss_pct,target_pct
243,410.90534999999994,420.9673947581249,99850.00004999999,102295.07692622436,2445.076876224368,2360.8761358306333,84.2007403937344,0.02360876135830633,take_profit,0.09790180158222417,0.008460338592529298,OMNI,0.8360778093338013,0.03849257156252861,0.7592067718505859,0.6902927756309509,0.6272401213645935,0.4984802007675171,risk_off,0.19343057296766802,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-12,2026-05-13,1,1,0.025,0.025
105,969.4844999999999,993.2247516937499,101795.8725,104288.59892784373,2492.726427843736,2407.8046186335196,84.9218092102163,0.023522704274613823,take_profit,0.08888876987461947,0.0025754706859588616,SHARDACROP,0.8159550428390503,0.03919868543744087,0.6415094137191772,0.5816023945808411,0.5699708461761475,0.4321267008781433,risk_off,0.36484978545997615,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-14,2026-05-15,1,1,0.025,0.025
181,576.78825,590.912352271875,104398.67324999999,106955.13576120937,2556.462511209378,2470.576199697718,85.8863115116599,0.02358124758187764,take_profit,0.07628995035599366,0.0025754706859588616,JINDRILL,0.845147430896759,0.04156981036067009,0.6415094137191772,0.6902927756309509,0.5699708461761475,0.4321267008781433,risk_off,0.10813114524100131,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-15,2026-05-18,1,1,0.025,0.025
410,261.03045,267.42243314437496,107022.48449999999,109643.19758919373,2620.7130891937413,2533.8544896615026,86.85859953223871,0.02362804966789884,take_profit,0.08381621069536975,0.0051055984497070305,SUVEN,0.8396520018577576,0.04062747582793236,0.6921119689941406,0.7543859481811523,0.70652174949646,0.6666666865348816,risk_off,0.10873335526910856,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-18,2026-05-19,1,1,0.025,0.025
681,161.12051999999997,157.01396074649998,109723.07411999998,106926.50726836648,-2796.566851633499,-2882.8266247138995,86.25977308040038,-0.026261682727187634,stop_and_target_same_bar_conservative_stop,0.08561816060540661,0.0025754736661911014,EXICOM,0.8282899856567383,0.032460179179906845,0.641509473323822,0.6902927756309509,0.5699708461761475,0.6216216087341309,risk_off,0.31291443377685235,0.8333333333333334,0.01698276383427659,0.18247144274491828,2026-05-29,2026-06-01,1,1,0.025,0.025
336,317.30857499999996,309.2211726946875,106615.68119999999,103898.31402541499,-2717.3671745850006,-2802.5207622682065,85.15358768320579,-0.02621866680410586,stop_loss,0.09460841787037927,0.0009631441831588735,SKMEGGPROD,0.7984682321548462,0.03791901841759682,0.6092628836631775,0.5656814575195312,0.44474393129348755,0.3529411852359772,neutral,0.5785416695828594,0.85,0.01710309693148387,0.06990124012740409,2026-07-01,2026-07-02,1,1,0.025,0.025
1507,69.0345,67.27498318125,104034.99149999999,101383.39965414374,-2651.591845856252,-2735.8267466098273,84.23490075357526,-0.026283845862188182,stop_and_target_same_bar_conservative_stop,0.10310940469963248,0.0009631441831588735,TIRUPATIFL,0.8103335499763489,0.03941304609179497,0.6092628836631775,0.565681517124176,0.44092220067977905,0.3185146450996399,risk_on,0.7455733508195271,0.85,0.01710309693148387,0.06990124012740409,2026-07-02,2026-07-03,1,1,0.025,0.025
320,315.70777499999997,319.2403,101026.48799999998,102156.896,1130.4080000000104,1046.1632024133703,84.24479758663998,0.010322083920420142,close_proxy,0.09460317271148626,0.0009631441831588735,SKMEGGPROD,0.7921486496925354,0.040184009820222855,0.6092628836631775,0.5656814575195312,0.44474393129348755,0.3529411852359772,neutral,0.5739067835997469,0.85,0.01710309693148387,0.06990124012740409,2026-07-03,2026-07-06,1,1,0.025,0.025
863,118.509225,115.4887211278125,102273.461175,99666.76633330218,-2606.6948416978266,-2690.3026640057733,83.60782230794683,-0.026272974308479056,stop_loss,0.10249212178929014,0.00504258739948273,MBAPL,0.7685964703559875,0.026826348155736923,0.6908517479896545,0.6086956262588501,0.5134408473968506,0.40092700719833374,neutral,0.5136344955053651,0.85,0.01710309693148387,0.06990124012740409,2026-07-06,2026-07-07,1,1,0.025,0.025
615,162.081,166.0499584875,99679.81499999999,102120.7244698125,2440.909469812512,2356.771793743773,84.13767606873901,0.023636785132106312,take_profit,0.0855221254319497,0.0028343843221664443,IOLCP,0.7623505592346191,0.027420159429311752,0.6466876864433289,0.6086956262588501,0.5134408473968506,0.42384105920791626,risk_off,0.3055391304503837,0.85,0.01710309693148387,0.06990124012740409,2026-07-07,2026-07-08,1,1,0.025,0.025
116,874.4369999999999,852.1497869624999,101434.69199999998,98849.37528765,-2585.316712349988,-2668.6259453784683,83.30923302848038,-0.026146447829338698,stop_loss,0.07642077922222824,0.0009631441831588735,RAMCOSYS,0.8554826378822327,0.04857778921723366,0.6092628836631775,0.5656814575195312,0.418181836605072,0.3185146450996399,risk_off,0.1934713550205649,0.85,0.01710309693148387,0.06990124012740409,2026-07-08,2026-07-09,1,1,0.025,0.025
420,236.118,230.099942475,99169.56,96641.9758395,-2527.5841605000023,-2610.087040419743,82.50287991974055,-0.026259492523922862,stop_loss,0.11834772712475744,0.007811178445816043,TBZ,0.8221299648284912,0.02652476355433464,0.7462235689163208,0.8421052098274231,0.6000000238418579,0.46268656849861145,risk_on,0.6652343086375169,0.85,0.01710309693148387,0.06990124012740409,2026-07-09,2026-07-10,1,1,0.025,0.025
69,1384.692,1381.7088,95543.748,95337.9072,-205.8408000000054,-287.7032630783974,81.862463078392,-0.002972575467294004,close_proxy,0.10575898943410855,0.0028343843221664443,GODREJIND,0.770041823387146,0.02862422540783882,0.6466876864433289,0.6086956262588501,0.5134408473968506,0.42384102940559387,risk_on,0.7078682785365067,0.85,0.01710309693148387,0.06990124012740409,2026-07-10,2026-07-13,1,1,0.025,0.025
81,1178.589,1207.4496981374998,95465.709,97803.42554913748,2337.7165491374762,2255.1404658781476,82.5760832593289,0.023369778452464216,take_profit,0.09190963265440591,0.0009631441831588735,MAPMYINDIA,0.8052390217781067,0.03737586364150047,0.6092628836631775,0.5656814575195312,0.4545454680919647,0.40092700719833374,neutral,0.5256522748155847,0.85,0.01710309693148387,0.06990124012740409,2026-07-13,2026-07-14,1,1,0.025,0.025
374,263.53169999999994,256.8149357962499,98560.85579999998,96048.78598779747,-2512.069812202506,-2594.3560025324246,82.2861903299184,-0.026271083233198784,stop_and_target_same_bar_conservative_stop,0.09901957180827725,0.007811178445816043,TBZ,0.8146133422851562,0.029281597584486008,0.7462235689163208,0.6752136945724487,0.6000000238418579,0.46268656849861145,risk_off,0.27315753424761047,0.85,0.01710309693148387,0.06990124012740409,2026-07-14,2026-07-15,1,1,0.025,0.025
124,773.3865,753.67481158125,95899.92599999999,93455.67663607499,-2444.2493639250024,-2525.5883030499717,81.33893912496943,-0.026264727536921394,stop_loss,0.09923912802038873,0.000963147163391115,ITDC,0.7455865740776062,0.035038482397794724,0.6092629432678223,0.5656814575195312,0.44474393129348755,0.40092700719833374,risk_on,0.6769167658087181,0.85,0.01710309693148387,0.06990124012740409,2026-07-15,2026-07-16,1,1,0.025,0.025
48,1926.963,1877.8495305375,92494.224,90136.7774658,-2357.446534200004,-2437.5730943575927,80.12656015758853,-0.026033172005204806,stop_and_target_same_bar_conservative_stop,0.07675694954730497,0.0009631441831588735,ECLERX,0.7932295799255371,0.03344887122511864,0.6092628836631775,0.6086956262588501,0.5134408473968506,0.40092700719833374,risk_off,0.2304525975063294,0.85,0.01710309693148387,0.06990124012740409,2026-07-17,2026-07-20,1,1,0.025,0.025
434,209.814855,214.9526962618125,91059.64706999999,93289.47017762662,2229.823107626624,2148.879748989719,80.94335863690515,0.02356336918678845,take_profit,0.11090236000841411,0.007811178445816043,BECTORFOOD,0.8063952326774597,0.0256514810025692,0.7462235689163208,0.6752136945724487,0.6000000238418579,0.46268656849861145,neutral,0.5180735314141811,0.85,0.01710309693148387,0.06990124012740409,2026-07-20,2026-07-21,1,1,0.025,0.025
377,247.21354499999998,240.91268977181247,93199.506465,90824.0840439733,-2375.4224210266984,-2455.800051191771,80.3776301650726,-0.026308951695189587,stop_loss,0.10286755697898638,0.005042584419250489,STALLION,0.7977023124694824,0.028631899505853653,0.6908516883850098,0.6513158082962036,0.5714285969734192,0.4571428596973419,neutral,0.517532275412991,0.85,0.01710309693148387,0.06990124012740409,2026-07-21,2026-07-22,1,1,0.025,0.025
130,695.497575,677.7710805571876,90414.68475,88110.24047243438,-2304.4442775656207,-2383.830552857257,79.38627529163634,-0.026227973963420883,stop_loss,0.09650522063360664,0.007811178445816043,CYIENTDLM,0.824722170829773,0.028733987361192703,0.7462235689163208,0.6752136945724487,0.6000000238418579,0.46268656849861145,risk_off,0.2239657312007846,0.85,0.01710309693148387,0.06990124012740409,2026-07-22,2026-07-23,1,1,0.025,0.025
