signal_date,executed,starting_equity,ending_equity,daily_pnl,daily_return_pct,portfolio_size,stop_loss_pct,regime,entry_date,peak_equity,drawdown_pct
2026-04-17,0,100000.0,100000.0,0.0,0.0,3,0.02,risk_on,,100000.0,0.0
2026-04-20,0,100000.0,100000.0,0.0,0.0,3,0.02,neutral,,100000.0,0.0
2026-04-21,0,100000.0,100000.0,0.0,0.0,3,0.02,risk_on,,100000.0,0.0
2026-04-22,0,100000.0,100000.0,0.0,0.0,3,0.02,risk_on,,100000.0,0.0
2026-04-23,0,100000.0,100000.0,0.0,0.0,3,0.02,risk_off,,100000.0,0.0
2026-04-24,1,100000.0,102356.77179374376,2356.7717937437583,0.023567717937437584,1,0.02,risk_off,2026-04-27,102356.77179374376,0.0
2026-04-27,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.02,risk_on,,102356.77179374376,0.0
2026-04-28,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.02,risk_off,,102356.77179374376,0.0
2026-04-29,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.02,neutral,,102356.77179374376,0.0
2026-04-30,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.02,risk_off,,102356.77179374376,0.0
2026-05-04,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.02,risk_on,,102356.77179374376,0.0
2026-05-05,0,102356.77179374376,102356.77179374376,0.0,0.0,3,0.02,neutral,,102356.77179374376,0.0
2026-05-06,1,102356.77179374376,104776.59265199672,2419.8208582529596,0.023641043145919766,1,0.02,risk_on,2026-05-07,104776.59265199672,0.0
2026-05-07,0,104776.59265199672,104776.59265199672,0.0,0.0,3,0.02,risk_on,,104776.59265199672,0.0
2026-05-08,0,104776.59265199672,104776.59265199672,0.0,0.0,3,0.02,neutral,,104776.59265199672,0.0
2026-05-11,0,104776.59265199672,104776.59265199672,0.0,0.0,3,0.02,risk_off,,104776.59265199672,0.0
2026-05-12,1,104776.59265199672,105580.59533781241,804.0026858156921,0.007673495247990108,3,0.02,risk_off,2026-05-13,105580.59533781241,0.0
2026-05-13,1,105580.59533781241,103343.31934654164,-2237.2759912707743,-0.02119021951062556,1,0.02,neutral,2026-05-14,105580.59533781241,-0.021190219510625496
2026-05-14,1,103343.31934654164,105774.5049615431,2431.1856150014664,0.02352532926534864,1,0.02,risk_off,2026-05-15,105774.5049615431,0.0
2026-05-15,1,105774.5049615431,108220.61260505744,2446.1076435143323,0.023125682738044242,2,0.02,risk_off,2026-05-18,108220.61260505744,0.0
2026-05-18,1,108220.61260505744,105830.73795155197,-2389.874653505462,-0.022083359130733445,3,0.02,risk_off,2026-05-19,108220.61260505744,-0.02208335913073345
2026-05-19,0,105830.73795155197,105830.73795155197,0.0,0.0,3,0.02,risk_on,,108220.61260505744,-0.02208335913073345
2026-05-20,0,105830.73795155197,105830.73795155197,0.0,0.0,3,0.02,neutral,,108220.61260505744,-0.02208335913073345
2026-05-21,0,105830.73795155197,105830.73795155197,0.0,0.0,3,0.02,neutral,,108220.61260505744,-0.02208335913073345
2026-05-22,0,105830.73795155197,105830.73795155197,0.0,0.0,3,0.02,neutral,,108220.61260505744,-0.02208335913073345
2026-05-25,0,105830.73795155197,105830.73795155197,0.0,0.0,3,0.02,risk_on,,108220.61260505744,-0.02208335913073345
2026-05-26,0,105830.73795155197,105830.73795155197,0.0,0.0,3,0.02,neutral,,108220.61260505744,-0.02208335913073345
2026-05-27,0,105830.73795155197,105830.73795155197,0.0,0.0,3,0.02,risk_on,,108220.61260505744,-0.02208335913073345
2026-05-29,1,105830.73795155197,103540.18981816142,-2290.5481333905527,-0.021643505258738135,2,0.02,risk_off,2026-06-01,108220.61260505744,-0.04324890308999496
2026-06-01,1,103540.18981816142,105989.03279057477,2448.842972413346,0.02365113466291722,1,0.02,risk_off,2026-06-02,108220.61260505744,-0.020620654058082666
2026-06-02,0,105989.03279057477,105989.03279057477,0.0,0.0,3,0.02,neutral,,108220.61260505744,-0.020620654058082666
2026-06-03,0,105989.03279057477,105989.03279057477,0.0,0.0,3,0.02,risk_off,,108220.61260505744,-0.020620654058082666
2026-06-04,1,105989.03279057477,103733.26421479105,-2255.7685757837125,-0.02128303765391385,1,0.02,neutral,2026-06-05,108220.61260505744,-0.041464821555230014
2026-06-05,1,103733.26421479105,101495.50984466741,-2237.754370123649,-0.0215721966050363,2,0.02,neutral,2026-06-08,108220.61260505744,-0.062142530877484115
2026-06-08,1,101495.50984466741,102192.29712147248,696.7872768050759,0.0068652029816044634,3,0.02,risk_off,2026-06-09,108220.61260505744,-0.055703948984144214
2026-06-09,0,102192.29712147248,102192.29712147248,0.0,0.0,3,0.02,risk_on,,108220.61260505744,-0.055703948984144214
2026-06-10,0,102192.29712147248,102192.29712147248,0.0,0.0,3,0.02,risk_off,,108220.61260505744,-0.055703948984144214
