distance,width,take_profit,stop_loss,minimum_credit,score,train_trades,train_win_rate,train_net_pnl,train_return_on_capital,train_median_trade,train_worst_trade,train_best_trade,train_profit_factor,train_max_drawdown,train_take_profit_eod_marks,train_stop_loss_eod_marks,train_forced_expiry_or_max_hold,train_negative_conservative_bound_trades,train_deep_conservative_bound_trades,window
0.0125,150,0.7,1.5,10.0,-0.14992342434415437,341,0.6598240469208211,-24925.07383217501,-0.2492507383217501,750.45717145,-9419.55777725,10261.129225749999,0.9423278328194645,-0.36617248599479557,196,68,77,339,202,2025
0.0125,200,0.5,1.25,10.0,-0.1520936474453575,354,0.6779661016949152,-889.3690865749868,-0.008893690865749869,820.6363164124998,-9933.289032049996,12414.696824799992,0.9981686442190455,-0.3732228307246487,227,77,50,352,163,2025
0.015,200,0.6,1.25,10.0,-0.15329699607681124,331,0.7039274924471299,-1478.6586554999922,-0.014786586554999922,759.8111872499999,-12516.128751275,10967.083202575004,0.996664748043567,-0.35252130568643136,217,75,39,328,134,2025
0.0125,250,0.6,1.25,10.0,-0.15475806482878135,352,0.6818181818181818,39181.96789147503,0.39181967891475034,956.2379321250002,-15043.320377599997,17055.535140175,1.0718325625086655,-0.33592232770585106,223,74,55,349,135,2025
0.0125,200,0.6,1.5,10.0,-0.15553448894803734,348,0.6982758620689655,27331.77011615002,0.27331770116150017,929.5815118749999,-11812.601750074999,12414.696824799992,1.0562832896668966,-0.37135218467010345,223,63,62,346,158,2025
0.0125,250,0.5,1.25,10.0,-0.1598047446432347,357,0.6862745098039216,14916.988116900035,0.14916988116900035,912.0601543750001,-15043.320377599997,17055.535140175,1.0267490167225524,-0.3437492792550436,235,74,48,354,140,2025
0.0175,200,0.7,1.5,10.0,-0.1601036247154301,298,0.7046979865771812,-22004.59642667501,-0.22004596426675008,788.1218805624999,-13152.585714425,10967.083202575004,0.9458368953318316,-0.3596690462724206,201,60,37,296,107,2025
0.0125,250,0.6,1.5,10.0,-0.16031153685125998,351,0.6923076923076923,35479.07081695004,0.3547907081695004,975.28096285,-15043.320377599997,17055.535140175,1.064657856648669,-0.3496842463788078,226,68,57,348,133,2025
0.0125,200,0.7,1.5,10.0,-0.16136892452051502,348,0.6839080459770115,-3878.355734724977,-0.038783557347249774,903.9490405749999,-11812.601750074999,12414.696824799992,0.9924325840036099,-0.37732850835093956,209,65,74,346,153,2025
0.0175,250,0.7,1.5,10.0,-0.16172076583531858,304,0.7269736842105263,20238.67714192499,0.20238677141924988,824.7613606000002,-16391.20489775,13679.572329850002,1.0463656821676306,-0.33924616587647427,211,55,38,301,85,2025
0.0125,150,0.7,1.25,10.0,-0.12442317248839582,391,0.6649616368286445,-2656.393979324963,-0.026563939793249627,795.5379396249998,-9419.55777725,10261.129225749999,0.9946293671831304,-0.31932873522513183,232,83,76,389,235,2026-YTD
0.0125,200,0.6,1.25,10.0,-0.1383036674396364,401,0.683291770573566,7630.999417950006,0.07630999417950006,972.3610146999997,-10425.672579199996,12414.696824799992,1.0128823713769601,-0.3482840022646968,254,87,60,399,189,2026-YTD
0.0125,200,0.7,1.25,10.0,-0.15085811049541192,398,0.6733668341708543,-1844.1375443749748,-0.018441375443749748,909.8254257625002,-11881.342192025,12414.696824799992,0.9969761255463271,-0.35387651270688414,242,90,66,396,180,2026-YTD
0.0125,200,0.6,1.5,10.0,-0.1546728420413528,399,0.6967418546365914,7414.370554250025,0.07414370554250024,1010.31248785,-11812.601750074999,12414.696824799992,1.0124483686858092,-0.37135218467010345,258,73,68,397,185,2026-YTD
0.0125,150,0.7,1.0,10.0,-0.1667072949031859,394,0.649746192893401,-14579.91053382495,-0.1457991053382495,788.2566116625,-8766.883387325,10261.129225749999,0.9706665457953587,-0.40648516199688955,231,100,63,392,234,2026-YTD
0.0125,250,0.6,1.25,10.0,-0.16827435139878733,404,0.6856435643564357,23224.83654197504,0.2322483654197504,1117.1114692000006,-15043.320377599997,17055.535140175,1.0348399382446476,-0.36907841504412797,259,85,60,401,157,2026-YTD
0.015,150,0.7,1.25,10.0,-0.16982297378683683,366,0.680327868852459,-22405.390463925003,-0.22405390463925004,715.92676835,-9735.7381727,7427.052727225001,0.9496039681872565,-0.4057668720744483,231,84,51,364,194,2026-YTD
0.015,150,0.7,1.0,10.0,-0.1720704647245399,367,0.662125340599455,-19684.187423699994,-0.19684187423699995,687.3295629250002,-9735.7381727,7427.052727225001,0.9544811942012742,-0.40562909059746133,226,95,46,365,190,2026-YTD
0.0125,200,0.7,1.5,10.0,-0.17454192368535854,397,0.6876574307304786,-15537.691935449971,-0.1553769193544997,978.8584072749998,-11881.342192025,12414.696824799992,0.9749751258274341,-0.40617349262633107,244,74,79,395,177,2026-YTD
0.015,200,0.6,1.5,10.0,-0.17669451028397742,379,0.7150395778364116,-14486.04757179998,-0.1448604757179998,855.7851692499997,-12516.128751275,10967.083202575004,0.9726406804076455,-0.4047026201644238,255,76,48,376,157,2026-YTD
0.015,150,0.7,1.5,10.0,-0.17842199408532178,364,0.6868131868131868,-25008.412488475005,-0.25008412488475007,729.3482489124999,-9735.7381727,7427.052727225001,0.9439145992807199,-0.42464908516451305,231,78,55,362,193,2026-YTD
0.0125,200,0.6,2.0,10.0,-0.18653572661769263,399,0.6992481203007519,-15429.801705374975,-0.15429801705374976,1007.7463348,-11812.601750074999,12414.696824799992,0.9749716734576123,-0.43433148954240597,257,55,87,397,190,2026-YTD
0.015,150,0.6,1.0,10.0,-0.18793333864887168,378,0.6746031746031746,-30525.575648749997,-0.3052557564875,675.9961117750001,-8781.307395274998,6326.244887199999,0.9293624174045267,-0.44839897291394315,243,95,40,376,194,2026-YTD
0.0125,250,0.7,1.25,10.0,-0.19029318091556752,400,0.68,55.096461150013056,0.0005509646115001305,1043.626826625,-15172.10140805,17055.535140175,1.0000789793207554,-0.4066131756386925,242,86,72,396,151,2026-YTD
0.0125,150,0.7,2.0,10.0,-0.1950190042680543,390,0.6846153846153846,-21023.672080374956,-0.21023672080374955,817.8218707999998,-10330.229928425,10261.129225749999,0.9590649638008673,-0.4552935239771727,237,56,97,388,236,2026-YTD
0.015,300,0.6,1.25,10.0,-0.195137791521108,385,0.7168831168831169,20452.16668125001,0.2045216668125001,949.0471785249999,-19158.022276624997,16193.19530095,1.0318328852794636,-0.38109632101079716,264,83,38,381,97,2026-YTD
0.015,200,0.7,1.5,10.0,-0.19866137117096225,372,0.7123655913978495,-10126.093885224996,-0.10126093885224996,864.89397285,-12828.202678250002,10967.083202575004,0.9810768202114838,-0.4455651791032511,243,74,55,368,155,2026-YTD
0.0125,200,0.7,1.0,10.0,-0.20096092888949035,401,0.6658354114713217,-7162.976162874995,-0.07162976162874994,907.2605562999997,-11881.342192025,12414.696824799992,0.9882121647565398,-0.4522086847360237,240,98,63,399,179,2026-YTD
0.0125,300,0.6,1.25,10.0,-0.20170831344728202,404,0.6856435643564357,19551.26227215006,0.1955126227215006,1201.5842421625,-18446.594719624998,19768.024267449997,1.026193464316501,-0.4051106465269997,262,82,60,401,121,2026-YTD
0.015,150,0.6,1.5,10.0,-0.2043999382359028,373,0.6970509383378016,-31661.966810874997,-0.31661966810875,716.973539275,-9285.410123749998,6326.244887199999,0.9281511477948767,-0.4823372118824705,247,78,48,371,197,2026-YTD
0.015,300,0.7,2.0,10.0,-0.2046571621334182,375,0.7226666666666667,13365.928524550036,0.13365928524550036,992.465564,-19158.022276624997,16193.19530095,1.0202267969070646,-0.4026789069152291,250,62,63,370,98,2026-YTD
0.015,300,0.6,1.5,10.0,-0.20486430310929662,384,0.7265625,16834.84752585002,0.1683484752585002,977.2160309125,-19158.022276624997,16193.19530095,1.0259451559804944,-0.403426339664148,267,74,43,380,97,2026-YTD
0.015,150,0.6,1.25,10.0,-0.20554167900795303,376,0.6914893617021277,-31348.677657624994,-0.31348677657624996,702.2550237999999,-8781.307395274998,6326.244887199999,0.9291832965252369,-0.4879908745014526,248,86,42,374,198,2026-YTD
0.0175,250,0.7,1.5,10.0,-0.20560332651730617,349,0.7277936962750716,-9396.158245725004,-0.09396158245725005,899.3695742500003,-16391.20489775,13679.572329850002,0.9823320955290372,-0.4282896644915407,244,65,40,346,99,2026-YTD
0.015,250,0.7,1.5,10.0,-0.2088958850795234,377,0.7161803713527851,-7465.313113599979,-0.07465313113599979,912.0601543750001,-15919.4030933,13679.572329850002,0.9878571994906725,-0.43792018184064363,250,77,50,372,121,2026-YTD
