distance,width,take_profit,stop_loss,minimum_credit,score,train_trades,train_win_rate,train_net_pnl,train_return_on_capital,train_median_trade,train_worst_trade,train_best_trade,train_profit_factor,train_max_drawdown,train_take_profit_eod_marks,train_stop_loss_eod_marks,train_forced_expiry_or_max_hold,train_negative_conservative_bound_trades,train_deep_conservative_bound_trades,window
0.015,200,0.7,1.5,10.0,-0.127497783037624,184,0.717391304347826,35855.08820315,0.3585508820315,1004.0120198500001,-10909.335670625002,10967.083202575004,1.1322163932470526,-0.33343824322855775,117,37,30,181,68,2022
0.0125,200,0.6,1.25,10.0,-0.13041861996622592,198,0.6818181818181818,38936.58148817501,0.3893658148817501,1162.0757064999996,-9933.289032049996,12414.696824799992,1.1304328349817259,-0.3482840022646968,122,44,32,196,86,2022
0.015,200,0.5,1.5,10.0,-0.13463991063615346,188,0.7287234042553191,9595.642136999999,0.09595642136999999,916.1998034124999,-10909.335670625002,7467.101500900003,1.0353427871544798,-0.3435999505469186,133,37,18,185,69,2022
0.0125,250,0.6,1.25,10.0,-0.1367758240426305,200,0.69,69236.10836340001,0.6923610836340001,1184.0083460500005,-12991.326505774996,17055.535140175,1.2149759503252753,-0.33592232770585106,127,42,31,197,68,2022
0.015,200,0.6,1.25,10.0,-0.13774493540553115,189,0.7142857142857143,34677.0008028,0.346770008028,989.9531207499999,-10909.335670625002,10967.083202575004,1.130266161309167,-0.35252130568643136,126,40,23,186,71,2022
0.015,300,0.7,1.25,10.0,-0.13793550996993958,188,0.723404255319149,88928.04572575001,0.8892804572575,1201.6340446125,-15869.162523724997,16193.19530095,1.2880631823280724,-0.31938603794731535,124,39,25,184,40,2022
0.015,150,0.4,1.5,10.0,-0.13893922973893513,184,0.717391304347826,-4201.214574674999,-0.042012145746749996,799.8006035875001,-8717.856919025,5934.8372479,0.9809449607597884,-0.36571352154256864,131,36,17,182,94,2022
0.0175,200,0.7,1.5,10.0,-0.1390407921638973,173,0.7052023121387283,14243.089589675004,0.14243089589675004,882.0821994000001,-11564.063142650002,10967.083202575004,1.0569157430581122,-0.3404113032576038,115,36,22,171,57,2022
0.0125,200,0.7,1.25,10.0,-0.13952651436651653,198,0.6616161616161617,18756.098921525016,0.18756098921525016,998.4646631124999,-9933.289032049996,12414.696824799992,1.0590903198298507,-0.35387651270688414,113,47,38,196,84,2022
0.0125,250,0.5,1.25,10.0,-0.14133437185437564,201,0.6965174129353234,52912.74180142502,0.5291274180142502,1160.6342146,-12991.326505774996,17055.535140175,1.1607420965798627,-0.3437492792550436,134,42,25,198,71,2022
0.0175,250,0.7,1.5,10.0,-0.1413450785121538,174,0.7183908045977011,39816.410876975,0.39816410876975,1028.6243343625001,-13284.372439325,13679.572329850002,1.1448305599953064,-0.33924616587647427,118,34,22,172,41,2022
0.015,150,0.7,1.25,10.0,-0.10158473593368776,234,0.6623931623931624,13494.576688800005,0.13494576688800006,886.6777819375001,-8717.856919025,7427.052727225001,1.0460306584661323,-0.2850900290562324,140,54,40,232,128,2023
0.015,150,0.5,1.25,10.0,-0.10595777575090394,239,0.6820083682008368,-5412.026799649976,-0.05412026799649976,808.1797377999999,-8717.856919025,6326.244887199999,0.9816045792629049,-0.293012956191788,157,54,28,237,131,2023
0.015,150,0.7,1.5,10.0,-0.10632276703654622,232,0.6681034482758621,16652.038848124994,0.16652038848124995,929.5600602874998,-8717.856919025,7427.052727225001,1.0577521131155347,-0.2977055775398705,139,48,45,230,128,2023
0.015,150,0.7,1.0,10.0,-0.10753965090425686,234,0.6367521367521367,11687.329270699998,0.11687329270699998,863.5510446624999,-8717.856919025,7427.052727225001,1.040818936678609,-0.29079211878687483,135,60,39,232,126,2023
0.015,150,0.5,1.0,10.0,-0.10806190123723866,240,0.65,-11974.87091484999,-0.11974870914849989,780.2988805000001,-8717.856919025,6326.244887199999,0.9589269417003695,-0.2891592825946565,151,62,27,238,130,2023
0.015,150,0.5,1.5,10.0,-0.1154335379557353,236,0.690677966101695,13.670336425015194,0.00013670336425015194,850.364464,-8717.856919025,6326.244887199999,1.0000477106538375,-0.31583983700464646,156,45,35,234,131,2023
0.015,150,0.6,1.25,10.0,-0.11559467869929428,236,0.6694915254237288,-133.91061687498404,-0.0013391061687498403,871.8941224374998,-8717.856919025,6326.244887199999,0.9995503821378452,-0.31277350983322205,148,55,33,234,131,2023
0.015,200,0.7,1.25,10.0,-0.11992801126721778,239,0.702928870292887,38332.18695285001,0.3833218695285001,945.5672979999999,-10909.335670625002,10967.083202575004,1.111197612156187,-0.3123788461961228,149,51,39,236,97,2023
0.015,150,0.6,1.5,10.0,-0.12191055744154207,233,0.6738197424892703,4076.476812550014,0.04076476812550014,896.1684477250002,-8717.856919025,6326.244887199999,1.0140119255471902,-0.3276031442724393,146,47,40,231,131,2023
