signal_date,entry_weekday,status,reason,distance,width,take_profit,stop_loss,minimum_credit,expiry,entry_date,exit_date,lot,raw_credit_points,effective_credit_points,gross_pnl,costs,net_pnl,dte_at_signal,dte_at_entry,nifty_reference_signal,nifty_reference_entry,put_long,put_short,call_short,call_long,put_long_entry,put_short_entry,call_short_entry,call_long_entry,put_long_exit,put_short_exit,call_short_exit,call_long_exit,wing_width_points,max_loss_points,max_loss,lower_breakeven,upper_breakeven,return_on_capital,return_on_max_loss,eod_exit_reason,conservative_intraday_min_pnl_points,conservative_intraday_min_pnl,conservative_intraday_min_pnl_day,conservative_bound_is_not_fill,window,selection_train_start,selection_train_end,selected_score,oos_fixed_lot_equity,oos_fixed_lot_drawdown
2022-06-16,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-23,2022-06-17,2022-06-20,50,130.75,128.75,11090.0,116.24660940000001,10973.7533906,7,6,15348.55,15319.25,14850.0,15150.0,15550.0,15850.0,59.65,128.3,80.95,18.85,28.25,78.7,50.75,6.15,300.0,169.25,8462.5,15019.25,15680.75,0.10973753390600001,1.2967507699379617,take_profit_eod_mark,130.7,6534.999999999999,2022-06-20,True,2022,2015-01-01,2021-12-31,0.29556334269382495,980343.8751505498,0.0
2022-06-21,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-23,2022-06-22,2022-06-23,50,64.19999999999999,62.19999999999999,3017.4999999999995,100.11826185,2917.3817381499994,2,1,15638.4,15403.4,15100.0,15400.0,15850.0,16150.0,11.2,74.55,2.1,1.25,0.1,0.25,0.1,0.1,300.0,235.8,11790.0,15335.8,15914.2,0.029173817381499993,0.24744544004664965,take_profit_eod_mark,54.64999999999999,2732.4999999999995,2022-06-23,True,2022,2015-01-01,2021-12-31,0.29556334269382495,983261.2568886998,0.0
2022-06-24,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-30,2022-06-27,2022-06-28,50,84.55,82.55,7207.499999999999,104.50878985,7102.9912101499995,6,3,15712.3,15835.55,15200.0,15500.0,15950.0,16250.0,8.2,30.45,74.25,11.95,3.85,18.15,54.55,5.25,300.0,215.45,10772.5,15415.45,16034.55,0.07102991210149999,0.6593633056532838,take_profit_eod_mark,107.0,5350.0,2022-06-28,True,2022,2015-01-01,2021-12-31,0.29556334269382495,990364.2480988498,0.0
2022-06-30,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-07,2022-07-01,2022-07-04,50,99.10000000000001,97.10000000000001,8382.5,107.70623795,8274.79376205,7,6,15786.35,15754.25,15250.0,15550.0,16000.0,16300.0,27.75,80.8,55.35,9.3,8.1,34.8,51.15,5.3,300.0,200.89999999999998,10044.999999999998,15450.9,16099.1,0.08274793762049999,0.8237724004031858,take_profit_eod_mark,113.85000000000001,5692.5,2022-07-04,True,2022,2015-01-01,2021-12-31,0.29556334269382495,998639.0418608998,0.0
2022-07-05,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-07,2022-07-06,2022-07-07,50,67.85000000000001,65.85000000000001,9757.500000000002,102.53642425,9654.963575750002,2,1,15776.05,15990.45,15250.0,15550.0,16000.0,16300.0,1.85,5.65,66.55,2.5,0.1,0.1,131.4,0.1,300.0,232.14999999999998,11607.499999999998,15482.15,16067.85,0.09654963575750002,0.8317866530906745,take_profit_eod_mark,112.1,5605.0,2022-07-07,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1008294.0054366498,0.0
2022-07-08,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-14,2022-07-11,2022-07-12,50,56.95,54.95,6062.500000000001,102.06692855,5960.433071450001,6,3,16225.2,16203.5,15700.0,16000.0,16450.0,16750.0,8.85,43.65,24.25,2.1,10.55,75.3,4.9,1.35,300.0,243.05,12152.5,15943.05,16506.95,0.05960433071450001,0.4904697034725366,take_profit_eod_mark,80.5,4025.0,2022-07-12,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1014254.4385080998,0.0
2022-07-14,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-21,2022-07-15,2022-07-18,50,85.44999999999999,83.44999999999999,11724.999999999998,108.4917174,11616.508282599998,7,6,15932.55,16068.3,15400.0,15700.0,16150.0,16450.0,6.4,24.35,78.35,10.85,1.9,4.65,181.2,30.9,300.0,214.55,10727.5,15614.55,16235.45,0.11616508282599998,1.0828718977021672,take_profit_eod_mark,156.2,7809.999999999999,2022-07-18,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1025870.9467906997,0.0
2022-07-19,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-21,2022-07-20,2022-07-21,50,22.849999999999998,20.849999999999998,1100.0,96.317954,1003.682046,2,1,16346.95,16519.6,15800.0,16100.0,16600.0,16900.0,1.6,3.15,22.1,0.8,0.05,0.05,3.2,0.05,300.0,277.15,13857.499999999998,16077.15,16622.85,0.01003682046,0.07242879639184559,take_profit_eod_mark,17.249999999999996,862.4999999999998,2022-07-21,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1026874.6288366998,0.0
2022-07-22,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-28,2022-07-25,2022-07-26,50,55.650000000000006,53.650000000000006,6505.0,102.3909101,6402.6090899,6,3,16722.6,16632.1,16200.0,16500.0,16950.0,17250.0,9.25,53.1,13.55,1.75,12.75,90.05,2.3,1.15,300.0,244.35,12217.5,16444.35,17005.65,0.06402609089900001,0.5240523093840802,take_profit_eod_mark,86.80000000000001,4340.000000000001,2022-07-26,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1033277.2379265998,0.0
2022-07-28,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-04,2022-07-29,2022-08-01,50,117.0,115.0,14650.0,115.72078619999999,14534.2792138,7,6,16923.65,17201.85,16400.0,16700.0,17150.0,17450.0,6.0,17.15,134.1,28.25,3.5,7.0,236.15,59.65,300.0,183.0,9150.0,16583.0,17267.0,0.145342792138,1.588445815715847,take_profit_eod_mark,176.6,8830.0,2022-08-01,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1047811.5171403998,0.0
2022-08-04,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-11,2022-08-05,2022-08-08,50,74.7,72.7,6709.999999999999,104.27002939999998,6605.729970599999,7,6,17387.85,17416.15,16850.0,17150.0,17650.0,17950.0,18.1,57.8,41.45,6.45,6.15,18.95,54.2,3.5,300.0,225.3,11265.0,17075.3,17724.7,0.066057299706,0.5863941385352862,take_profit_eod_mark,80.25,4012.5,2022-08-08,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1054417.2471109997,0.0
2022-08-11,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-18,2022-08-12,2022-08-16,50,43.650000000000006,41.650000000000006,3567.5000000000005,99.69109885,3467.8089011500006,7,6,17684.95,17713.05,17150.0,17450.0,17950.0,18250.0,8.2,33.35,21.5,3.0,2.75,6.6,30.05,2.2,300.0,256.35,12817.500000000002,17406.35,17993.65,0.034678089011500005,0.2705526741681295,take_profit_eod_mark,58.300000000000004,2915.0,2022-08-16,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1057885.05601215,0.0
2022-08-18,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-25,2022-08-19,2022-08-22,50,92.8,90.8,14117.499999999998,117.87861154999999,13999.621388449998,7,6,17980.35,17759.5,17450.0,17750.0,18250.0,18550.0,37.45,122.45,11.05,3.25,92.25,284.7,3.95,2.85,300.0,207.2,10360.0,17657.2,18342.8,0.13999621388449998,1.3513148058349418,take_profit_eod_mark,138.04999999999998,6902.499999999999,2022-08-22,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1071884.6774005997,0.0
2022-08-25,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-01,2022-08-26,2022-08-29,50,76.49999999999999,74.49999999999999,8007.499999999999,106.83847195000001,7900.661528049999,7,6,17531.5,17653.75,17000.0,17300.0,17800.0,18100.0,13.4,47.45,51.15,8.7,30.4,113.85,6.4,2.2,300.0,223.5,11175.0,17223.5,17876.5,0.07900661528049999,0.7069943201834451,take_profit_eod_mark,83.19999999999997,4159.999999999999,2022-08-29,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1079785.3389286497,0.0
2022-09-01,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-08,2022-09-02,2022-09-05,50,90.24999999999999,88.24999999999999,7964.999999999999,107.0032957,7857.996704299999,7,6,17592.4,17562.75,17050.0,17350.0,17850.0,18150.0,26.65,83.2,41.4,7.7,9.5,34.45,53.75,5.65,300.0,209.75,10487.5,17259.75,17940.25,0.07857996704299999,0.7492726297306316,take_profit_eod_mark,112.99999999999997,5649.999999999998,2022-09-05,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1087643.3356329498,0.0
2022-09-06,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-08,2022-09-07,2022-09-08,50,22.45,20.45,927.5,96.35666404999998,831.14333595,2,1,17682.95,17651.05,17150.0,17450.0,17950.0,18250.0,3.0,22.75,3.5,0.8,0.1,0.15,0.1,0.05,300.0,277.55,13877.5,17427.55,17972.45,0.008311433359500001,0.05989143116195281,take_profit_eod_mark,15.600000000000001,780.0000000000001,2022-09-08,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1088474.4789688997,0.0
2022-09-09,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-15,2022-09-12,2022-09-13,50,64.65,62.650000000000006,7237.5,102.63243115000002,7134.86756885,6,3,17866.45,17964.35,17300.0,17600.0,18100.0,18400.0,6.45,24.5,50.95,4.35,3.25,8.15,84.45,5.25,300.0,235.35,11767.5,17535.35,18164.65,0.0713486756885,0.6063197424134268,take_profit_eod_mark,115.25,5762.5,2022-09-13,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1095609.3465377497,0.0
2022-09-15,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-22,2022-09-16,2022-09-19,50,139.55,137.55,12342.500000000002,120.41218635000001,12222.087813650001,7,6,17891.8,17566.15,17350.0,17650.0,18150.0,18450.0,86.85,216.05,14.75,4.4,53.9,159.15,8.05,2.0,300.0,160.45,8022.499999999999,17510.45,18289.55,0.12222087813650001,1.5234761998940483,take_profit_eod_mark,145.65000000000003,7282.500000000002,2022-09-19,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1107831.4343514,0.0
2022-09-20,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-22,2022-09-21,2022-09-22,50,69.5,67.5,3332.5000000000005,100.99840215,3231.5015978500005,2,1,17825.65,17731.45,17300.0,17600.0,18050.0,18350.0,16.25,73.5,13.65,1.4,0.15,1.25,0.1,0.05,300.0,230.5,11525.0,17530.5,18119.5,0.032315015978500006,0.28039059417353585,take_profit_eod_mark,47.0,2350.0,2022-09-22,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1111062.93594925,0.0
2022-09-23,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-29,2022-09-26,2022-09-27,50,129.85000000000002,127.85000000000002,12567.500000000002,116.68269114999998,12450.817308850003,6,3,17335.85,17028.75,16800.0,17100.0,17600.0,17900.0,62.55,184.6,12.8,5.0,39.85,162.45,6.5,3.6,300.0,170.14999999999998,8507.499999999998,16970.15,17729.85,0.12450817308850003,1.4635107033617403,take_profit_eod_mark,140.65,7032.5,2022-09-27,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1123513.7532580998,0.0
2022-09-29,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-06,2022-09-30,2022-10-03,50,144.15,142.15,11145.0,113.4318684,11031.5681316,7,6,16814.0,17103.2,16300.0,16600.0,17050.0,17350.0,11.0,31.05,170.75,46.65,8.0,38.85,61.6,9.7,300.0,155.85,7792.5,16455.85,17194.15,0.11031568131599999,1.4156648227911452,take_profit_eod_mark,157.15,7857.5,2022-10-03,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1134545.3213896998,0.0
2022-10-06,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-13,2022-10-07,2022-10-10,50,84.55000000000001,82.55000000000001,7670.0,105.89428170000002,7564.1057183,7,6,17325.45,17328.85,16800.0,17100.0,17550.0,17850.0,17.5,62.7,45.2,5.85,16.6,71.95,19.5,2.0,300.0,215.45,10772.5,17015.45,17634.55,0.075641057183,0.7021680871014156,take_profit_eod_mark,95.45,4772.5,2022-10-10,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1142109.427108,0.0
2022-10-11,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-13,2022-10-12,2022-10-13,50,51.849999999999994,49.849999999999994,2392.4999999999995,98.37753695,2294.1224630499996,2,1,16978.2,17114.8,16450.0,16750.0,17200.0,17500.0,1.2,5.75,49.25,1.95,0.1,0.1,0.1,0.1,300.0,248.15,12407.5,16698.15,17251.85,0.022941224630499996,0.1848980425589361,take_profit_eod_mark,45.599999999999994,2279.9999999999995,2022-10-13,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1144403.5495710499,0.0
2022-10-14,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-20,2022-10-17,2022-10-18,50,71.60000000000001,69.60000000000001,8752.5,104.07915345,8648.42084655,6,3,17195.5,17300.3,16650.0,16950.0,17450.0,17750.0,7.2,28.25,55.4,4.85,2.2,5.5,113.9,9.75,300.0,228.39999999999998,11419.999999999998,16878.4,17521.6,0.08648420846549999,0.7573048026751314,take_profit_eod_mark,132.85000000000002,6642.500000000001,2022-10-18,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1153051.9704176,0.0
2022-10-20,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-27,2022-10-21,2022-10-24,50,47.05,45.05,5034.999999999999,100.74477389999998,4934.255226099999,7,6,17540.7,17564.45,17000.0,17300.0,17800.0,18100.0,8.65,32.4,26.4,3.1,3.5,7.7,56.9,3.45,300.0,252.95,12647.5,17252.95,17847.05,0.04934255226099999,0.3901368038031231,take_profit_eod_mark,83.75,4187.5,2022-10-24,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1157986.2256437,0.0
2022-10-27,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-11-03,2022-10-28,2022-10-31,50,80.49999999999999,78.49999999999999,9992.499999999998,106.08368465000002,9886.416315349998,7,6,17721.7,17830.2,17200.0,17500.0,17950.0,18250.0,8.4,37.65,57.2,5.95,2.75,8.2,135.8,17.9,300.0,219.5,10975.0,17419.5,18030.5,0.09886416315349998,0.9008124205330293,take_profit_eod_mark,133.89999999999998,6694.999999999999,2022-10-31,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1167872.64195905,0.0
2022-11-01,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-11-03,2022-11-02,2022-11-03,50,31.099999999999998,29.099999999999998,1364.9999999999998,97.0309145,1267.9690855,2,1,18211.2,18146.75,17650.0,17950.0,18450.0,18750.0,3.6,33.1,2.4,0.8,0.1,0.3,0.1,0.1,300.0,268.9,13444.999999999998,17918.9,18481.1,0.012679690854999998,0.09430785314243213,take_profit_eod_mark,23.249999999999996,1162.4999999999998,2022-11-03,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1169140.61104455,0.0
2022-11-04,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-11-10,2022-11-07,2022-11-09,50,21.599999999999998,19.599999999999998,1229.9999999999998,96.6495772,1133.3504227999997,6,3,18194.0,18264.15,17650.0,17950.0,18450.0,18750.0,2.9,13.95,11.85,1.3,0.9,6.35,2.55,1.0,300.0,278.4,13919.999999999998,17928.4,18471.6,0.011333504227999997,0.08141885221264367,take_profit_eod_mark,19.65,982.4999999999999,2022-11-09,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1170273.9614673501,0.0
2022-11-10,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-11-17,2022-11-11,2022-11-14,50,108.89999999999999,106.89999999999999,9222.5,106.58943345,9115.91056655,7,6,18092.65,18424.0,17550.0,17850.0,18350.0,18650.0,3.6,8.45,121.1,17.05,1.6,4.55,83.65,7.05,300.0,191.10000000000002,9555.000000000002,17741.1,18458.9,0.09115910566549999,0.9540461084824696,take_profit_eod_mark,162.5,8125.0,2022-11-14,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1179389.8720339,0.0
2022-11-17,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-11-24,2022-11-18,2022-11-21,50,32.74999999999999,30.749999999999993,3644.9999999999995,99.07607939999998,3545.9239205999997,7,6,18378.4,18355.9,17800.0,18100.0,18650.0,18950.0,5.45,28.15,12.65,2.6,4.85,47.35,3.6,1.95,300.0,267.25,13362.5,18067.25,18682.75,0.035459239206,0.2653638107090739,take_profit_eod_mark,51.849999999999994,2592.4999999999995,2022-11-21,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1182935.7959545,0.0
2022-11-24,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-12-01,2022-11-25,2022-11-28,50,34.9,32.9,3182.5000000000005,98.91452444999999,3083.5854755500004,7,6,18460.2,18646.1,17900.0,18200.0,18700.0,19000.0,4.95,15.35,27.85,3.35,3.65,9.15,29.5,2.25,300.0,265.1,13255.000000000002,18165.1,18734.9,0.030835854755500006,0.23263564508110146,take_profit_eod_mark,39.3,1964.9999999999998,2022-11-28,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1186019.3814300501,0.0
2022-12-01,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-12-08,2022-12-02,2022-12-05,50,79.65,77.65,7290.000000000001,104.40999450000001,7185.590005500001,7,6,18948.3,18812.55,18400.0,18700.0,19200.0,19500.0,16.65,92.3,5.85,1.85,10.5,77.75,4.25,1.35,300.0,220.35,11017.5,18620.35,19279.65,0.071855900055,0.6521978675289314,take_profit_eod_mark,116.20000000000002,5810.000000000001,2022-12-05,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1193204.9714355501,0.0
2022-12-06,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-12-08,2022-12-07,2022-12-08,50,25.1,23.1,1070.0,96.4648585,973.5351415,2,1,18771.35,18670.25,18200.0,18500.0,19050.0,19350.0,1.75,26.05,1.95,1.15,0.1,0.3,0.15,0.05,300.0,274.9,13744.999999999998,18474.9,19075.1,0.009735351415,0.07082831149508913,take_profit_eod_mark,19.150000000000002,957.5000000000001,2022-12-08,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1194178.50657705,0.0
2022-12-09,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-12-15,2022-12-12,2022-12-13,50,25.25,23.25,1992.5,97.61594175,1894.88405825,6,3,18583.65,18605.2,18050.0,18350.0,18850.0,19150.0,4.1,23.8,7.65,2.1,3.4,13.65,9.7,1.35,300.0,274.75,13737.5,18324.75,18875.25,0.0189488405825,0.137935145277525,take_profit_eod_mark,32.05,1602.4999999999998,2022-12-13,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1196073.3906353002,0.0
2022-12-15,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-12-22,2022-12-16,2022-12-19,50,60.49999999999999,58.49999999999999,3927.499999999999,101.37905135,3826.1209486499993,7,6,18467.0,18328.65,17900.0,18200.0,18700.0,19000.0,13.2,67.2,9.85,3.35,5.05,18.4,10.9,2.2,300.0,239.5,11975.0,18139.5,18760.5,0.03826120948649999,0.3195090562546972,take_profit_eod_mark,65.64999999999999,3282.4999999999995,2022-12-19,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1199899.5115839501,0.0
2022-12-20,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-12-22,2022-12-21,2022-12-22,50,31.9,29.9,2465.0,97.86029599999999,2367.139704,2,1,18423.95,18275.9,17850.0,18150.0,18700.0,19000.0,5.0,35.75,3.8,2.65,0.1,21.45,0.15,0.1,300.0,268.1,13405.000000000002,18118.1,18731.9,0.02367139704,0.17658632629615814,take_profit_eod_mark,27.299999999999997,1364.9999999999998,2022-12-22,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1202266.65128795,0.0
2022-12-23,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-12-29,2022-12-26,2022-12-27,50,71.75,69.75,7875.0,103.59445070000001,7771.4055493,6,3,17863.9,18027.3,17300.0,17600.0,18100.0,18400.0,4.9,14.9,70.5,8.75,2.8,5.65,93.35,6.45,300.0,228.25,11412.5,17528.25,18171.75,0.07771405549299999,0.680955579347207,take_profit_eod_mark,92.85,4642.5,2022-12-27,True,2022,2015-01-01,2021-12-31,0.29556334269382495,1210038.05683725,0.0
2023-01-03,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-01-05,2023-01-04,2023-01-05,50,54.400000000000006,52.400000000000006,5530.0,99.96916110000001,5430.0308389,2,1,18317.3,18103.05,17750.0,18050.0,18550.0,18850.0,2.55,56.2,2.1,1.35,0.15,60.35,0.1,0.1,300.0,245.6,12280.0,17995.6,18604.4,0.054300308389000004,0.4421849217345277,take_profit_eod_mark,66.0,3300.0,2023-01-05,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1215468.08767615,0.0
2023-01-06,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-01-12,2023-01-09,2023-01-10,50,42.95000000000001,40.95000000000001,2975.000000000001,98.9572576,2876.042742400001,6,3,17943.2,18173.2,17400.0,17700.0,18200.0,18500.0,2.3,6.1,42.7,3.55,2.45,13.35,12.8,3.15,300.0,257.05,12852.5,17657.05,18242.95,0.02876042742400001,0.2237730202217468,take_profit_eod_mark,45.80000000000001,2290.0000000000005,2023-01-10,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1218344.13041855,0.0
2023-01-12,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-01-19,2023-01-13,2023-01-16,50,51.6,49.6,3960.0,100.1255752,3859.8744248,7,6,17918.65,18025.25,17350.0,17650.0,18150.0,18450.0,5.4,21.5,39.35,3.85,2.6,17.7,19.45,2.95,300.0,248.4,12420.0,17598.4,18201.6,0.038598744248,0.310778939194847,take_profit_eod_mark,65.45,3272.5,2023-01-16,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1222204.00484335,0.0
2023-01-19,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-01-25,2023-01-20,2023-01-23,50,30.249999999999996,28.249999999999996,1729.9999999999998,97.6442806,1632.3557193999998,6,5,18113.15,18055.8,17550.0,17850.0,18350.0,18650.0,3.85,26.25,10.55,2.7,1.85,5.15,6.55,1.5,300.0,269.75,13487.5,17819.75,18380.25,0.016323557194,0.12102730078962,take_profit_eod_mark,29.999999999999996,1499.9999999999998,2023-01-23,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1223836.3605627501,0.0
2023-01-27,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-02-02,2023-01-30,2023-01-31,50,91.25,89.25,8535.0,109.33988249999999,8425.6601175,6,3,17687.15,17741.75,17150.0,17450.0,17950.0,18250.0,25.9,76.65,55.15,14.65,15.75,52.8,61.5,15.1,300.0,208.75,10437.5,17358.75,18041.25,0.084256601175,0.8072488735329341,take_profit_eod_mark,106.0,5300.0,2023-01-31,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1232262.0206802501,0.0
2023-02-02,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-02-09,2023-02-03,2023-02-06,50,80.55000000000001,78.55000000000001,6040.000000000001,103.39201639999999,5936.607983600001,7,6,17685.25,17902.15,17150.0,17450.0,17950.0,18250.0,8.85,24.5,73.15,8.25,4.2,18.7,33.35,3.6,300.0,219.45,10972.5,17369.45,18030.55,0.05936607983600001,0.5410442454864435,take_profit_eod_mark,99.15,4957.5,2023-02-06,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1238198.6286638502,0.0
2023-02-09,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-02-16,2023-02-10,2023-02-13,50,36.099999999999994,34.099999999999994,3950.0,99.44371779999997,3850.5562822,7,6,17945.85,17877.1,17400.0,17700.0,18200.0,18500.0,6.65,37.4,6.8,1.45,5.8,50.95,3.45,1.7,300.0,263.9,13194.999999999998,17663.9,18236.1,0.038505562822,0.29181934688897315,take_profit_eod_mark,48.65,2432.5,2023-02-13,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1242049.1849460502,0.0
2023-02-16,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-02-23,2023-02-17,2023-02-20,50,39.599999999999994,37.599999999999994,4432.5,100.38529265000001,4332.11470735,7,6,18062.85,17951.0,17500.0,17800.0,18300.0,18600.0,8.4,42.05,8.4,2.45,7.55,58.3,5.5,3.2,300.0,260.4,13019.999999999998,17760.4,18339.6,0.043321147073499995,0.33272770409754227,take_profit_eod_mark,47.49999999999999,2374.9999999999995,2023-02-20,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1246381.2996534002,0.0
2023-02-21,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-02-23,2023-02-22,2023-02-23,50,70.04999999999998,68.04999999999998,7454.999999999998,101.8155276,7353.184472399998,2,1,17840.1,17566.9,17300.0,17600.0,18100.0,18400.0,4.4,73.6,2.8,1.95,0.2,83.25,0.1,0.1,300.0,229.95000000000002,11497.5,17529.95,18170.05,0.07353184472399998,0.6395463772472275,take_profit_eod_mark,79.44999999999999,3972.4999999999995,2023-02-23,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1253734.4841258002,0.0
2023-02-24,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-03-02,2023-02-27,2023-02-28,50,38.8,36.8,4490.0,99.7634201,4390.2365799,6,3,17559.25,17497.95,17000.0,17300.0,17800.0,18100.0,6.15,41.55,5.75,2.35,4.8,59.25,2.3,1.75,300.0,261.2,13060.0,17261.2,17838.8,0.043902365799,0.3361590030551302,take_profit_eod_mark,53.05,2652.5,2023-02-28,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1258124.7207057,0.0
2023-03-02,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-03-09,2023-03-03,2023-03-06,50,58.199999999999996,56.199999999999996,7405.0,101.79468519999999,7303.2053148,7,6,17399.4,17671.55,16850.0,17150.0,17650.0,17950.0,3.15,6.55,58.55,3.75,1.25,1.95,97.9,4.7,300.0,241.8,12090.0,17091.8,17708.2,0.073032053148,0.6040699185111663,take_profit_eod_mark,105.54999999999998,5277.499999999999,2023-03-06,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1265427.9260205,0.0
2023-03-09,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2023-03-16,2023-03-10,2023-03-13,50,75.9,73.9,12794.999999999998,114.3483572,12680.651642799998,7,6,17645.1,17452.55,17100.0,17400.0,17900.0,18200.0,19.35,92.5,4.65,1.9,88.85,271.25,4.45,2.85,300.0,224.1,11205.0,17324.1,17975.9,0.12680651642799998,1.1316958181883086,take_profit_eod_mark,2.549999999999997,127.49999999999986,2023-03-13,True,2023,2015-01-01,2022-12-30,0.30511343508100813,1278108.5776633,0.0
