mode,final_equity,net_pnl,return_pct,gross_pnl,fees,trades,win_rate,max_drawdown_pct,profitable_days,losing_days
close_exit,119971.7243677117,19971.72436771169,0.19971724367711685,20477.62408000008,505.8997122883919,6,0.8333333333333334,-0.04311241808546096,5,1
tp3_close,110016.94444257287,10016.94444257286,0.10016944442572862,10524.966935318924,508.0224927460641,6,0.8333333333333334,-0.04400299323117873,5,1
