qty,entry_price,exit_price,raw_open,raw_high,raw_close,buy_value,sell_value,gross_pnl,net_pnl,fees,fee_brokerage,fee_exchange,fee_stt,fee_sebi,fee_stamp,fee_gst,return_pct,exit_reason,signal_date,entry_date,symbol,surge_probability,utility,atr_pct,relvol20,turnover_cr,risk_flag,selection_type,model_threshold,validation_precision,validation_recall,validation_specificity
11,1750.875,1761.5188000000003,1750.0,1788.8,1762.4,19259.625,19376.706800000004,117.08180000000357,62.848313150625565,54.233486849378004,40.0,1.3329534471,4.844176700000001,0.0386363318,0.57778875,7.439931620478,0.003248375655252461,close,2026-04-21,2026-04-22,ZENTEC,0.7478151321411133,5.5145956488121985,0.04667633966997024,5.417297937382424,899.3008167600001,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
20,919.4594999999999,912.84335,919.0,957.0,913.3,18389.19,18256.867,-132.32300000000032,-186.1673994874703,53.84439948746999,40.0,1.2642889664999999,4.56421675,0.036646056999999996,0.5516757,7.427572013969999,-0.009732614672865812,close,2026-04-22,2026-04-23,ARE&M,0.8499118685722351,7.331671910670831,0.03923127056541988,15.042190385623645,3156.09204592,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
122,155.77784999999997,156.00196000000003,155.7,162.34,156.08,19004.897699999998,19032.239120000002,27.34142000000429,-26.773315687757908,54.1147356877622,40.0,1.3122812202899998,4.758059780000001,0.03803713682,0.5701469309999999,7.436210619652199,-0.0013996777406856272,close,2026-04-22,2026-04-23,ROLEXRINGS,0.8111836314201355,6.560591763422785,0.058786387483170076,9.963459594088178,1499.821233055,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
87,217.80884999999998,217.621135,217.7,222.8,217.73,18949.369949999997,18933.038745,-16.331204999994952,-70.41302105141341,54.08181605141845,40.0,1.3069430999774998,4.73325968625,0.037882408694999994,0.5684810985,7.43524975799595,-0.003681110676372308,close,2026-04-22,2026-04-23,GROWW,0.7068004608154297,6.131839176764332,0.055454664656133225,2.0545266996523925,2664.40125249,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
34,546.37305,528.5355999999999,546.1,548.8,528.8,18576.6837,17970.210399999996,-606.4733000000051,-660.2475240639161,53.77422406391099,40.0,1.2608678464499998,4.492552599999999,0.0365468941,0.5573005110000001,7.426956212361,-0.034516971060017845,close,2026-04-22,2026-04-23,IDEAFORGE,0.8347829580307007,6.103603065923485,0.048910056786957305,12.045498983499797,827.80892867,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
80,237.108495,225.60714000000002,236.99,238.8,225.72,18968.6796,18048.571200000002,-920.1083999999973,-973.9335927188654,53.82519271886799,40.0,1.2770951526,4.5121428,0.0370172508,0.569060388,7.429877127467999,-0.05091611313789936,close,2026-04-22,2026-04-23,GOKULAGRO,0.8129273653030396,5.652182112584791,0.041621421595093515,12.921383855124445,643.374740418,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
1157,80.92043999999999,76.651655,80.88,83.48,76.69,93624.94907999998,88685.964835,-4938.9842449999705,-5018.768672900515,79.78442790054464,40.0,6.289726530067499,22.171491208750002,0.18231091391499998,2.8087484723999996,8.332150775412149,-0.05354868899405762,close,2026-04-23,2026-04-24,DELTACORP,0.8666409850120544,5.874657328537091,0.05179446778711486,11.594398984903167,492.03099455999995,normal,qualified,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
30,577.2885,570.364675,577.0,583.7,570.65,17318.655,17110.94025,-207.71474999999919,-261.1481031303767,53.433353130377505,40.0,1.187821036125,4.2777350625,0.03442959525,0.5195596499999999,7.4138077865025,-0.01472008327991508,close,2026-04-24,2026-04-27,HSCL,0.794784426689148,7.11890189161489,0.037994726284048895,10.596684171032162,4373.99054365,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
7,2458.6286999999998,2421.3887,2457.4,2477.4,2422.6,17210.400899999997,16949.7209,-260.67999999999665,-314.05856093227464,53.37856093227799,40.0,1.1785242020999998,4.237430225,0.03416012179999999,0.5163120269999999,7.412134356378,-0.017702476549811958,close,2026-04-24,2026-04-27,SHAILY,0.8423668146133423,6.270670000417105,0.05788536500453724,5.204385156805505,845.9734579299999,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
10,1677.9385499999999,1678.46035,1677.1,1716.5,1679.3,16779.385499999997,16784.6035,5.218000000004395,-48.0814864211856,53.29948642119,40.0,1.1579576205,4.196150875000001,0.033563989,0.5033815649999999,7.40843237169,-0.0027101995988407057,close,2026-04-24,2026-04-27,COCHINSHIP,0.7462324500083923,6.044701631604602,0.03814501111311347,4.340188230676965,1957.3406094600002,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
4,4102.05,3958.1199500000002,4100.0,4168.0,3960.1,16408.2,15832.479800000001,-575.7201999999997,-628.7153247044578,52.99512470445799,40.0,1.1123034531,3.9581199500000004,0.0322406798,0.492246,7.400214621557999,-0.035438671880331805,close,2026-04-24,2026-04-27,DATAPATTNS,0.7738422155380249,6.0377140224226595,0.04983726820791834,2.2546978009985894,1285.8541703699998,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
12,1425.7124999999999,1435.0821,1425.0,1453.2,1435.8,17108.55,17220.985200000003,112.43520000000353,58.98481228681153,53.450387713192,40.0,1.1843689644,4.305246300000001,0.0343295352,0.5132565,7.413186413592,0.0033247852031249472,close,2026-04-24,2026-04-27,ADANIENSOL,0.7555769681930542,5.741736507280576,0.045704269171814055,2.4558011439469793,1119.465263475,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
30,580.29,559.270225,580.0,582.95,559.55,17408.699999999997,16778.10675,-630.5932499999981,-683.9359693970406,53.3427193970425,40.0,1.1794448328749998,4.1945266875,0.03418680674999999,0.522261,7.4123000699174995,-0.039076840285951785,close,2026-04-27,2026-04-28,TANLA,0.8400968909263611,6.305631822947616,0.04554421476970579,12.20987255745088,1028.815868095,large_gap,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
64,271.9359,290.884485,271.8,302.8,291.03,17403.8976,18616.60704,1212.7094399999987,1158.8307560634644,53.8786839365344,40.0,1.24270741008,4.6541517599999995,0.03602050464,0.522116928,7.4236873338144,0.06621006409863592,close,2026-04-27,2026-04-28,EPACK,0.8279074430465698,5.823649320730401,0.04783361942908005,12.162097251334256,648.7224808679999,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
40,432.766275,418.9904,432.55,433.75,419.2,17310.651,16759.616,-551.0349999999999,-604.3652943665699,53.330294366569994,40.0,1.1754242115000002,4.189904,0.03407026700000001,0.5193195300000001,7.41157635807,-0.034530551307537176,close,2026-04-27,2026-04-28,INDIACEM,0.7302581071853638,5.589262264106359,0.03812752405030041,17.691775742982593,1288.8405585900002,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
78,223.441665,228.59564500000002,223.33,243.5,228.71,17428.44987,17830.460310000002,402.01044000000184,348.35932228279404,53.651117717207796,40.0,1.21643240121,4.457615077500001,0.035258910180000005,0.5228534961,7.418957832217799,0.019903590698655906,close,2026-04-27,2026-04-28,MOBIKWIK,0.8201821446418762,5.57001156601187,0.05450325743240669,9.963532766883224,484.14946816599996,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
39,444.67222499999997,493.05335,444.45,514.9,493.3,17342.216774999997,19229.08065,1886.8638750000027,1832.810949518656,54.05292548134675,40.0,1.2617097611624999,4.8072701625,0.036571297424999996,0.5202665032499999,7.427107757009249,0.10471807881639111,close,2026-04-27,2026-04-28,COHANCE,0.7740666270256042,5.475538537622706,0.05841901676199291,2.6654721663041805,601.24990921,large_gap,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
132,677.3385,637.4311250000001,677.0,698.0,637.75,89408.682,84140.9085,-5267.773499999996,-5345.929741004751,78.156241004755,40.0,5.98746087225,21.035227125000002,0.1735495905,2.68226046,8.277742957005,-0.05968879134535643,close,2026-04-28,2026-04-29,AGI,0.8690162897109985,6.660518834846963,0.043969115413617685,15.83815763937299,1213.78891682,large_gap,qualified,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
410,205.252575,205.50719500000002,205.15,212.7,205.61,84153.55575,84257.94995000001,104.39420000000973,26.580661937262732,77.813538062747,40.0,5.81019694665,21.064487487500003,0.1684115057,2.5246066725,8.245835450397,0.0003156194197468513,close,2026-04-29,2026-04-30,SAPPHIRE,0.8709418773651123,6.434673687118109,0.05197873190352221,11.83449024973884,858.2575394039999,normal,qualified,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
35,467.58367499999997,477.111325,467.35,492.25,477.35,16365.428624999999,16698.896375,333.4677500000016,280.2229500517516,53.244799948250005,40.0,1.1407192124999999,4.17472409375,0.033064325,0.49096285874999995,7.40532945825,0.016631621012485033,close,2026-04-30,2026-05-04,SYNGENE,0.8303346633911133,7.112072813502927,0.04468390585144567,15.174784780166519,2771.97919431,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
86,195.10750499999997,216.93148,195.01,221.5,217.04,16779.24543,18656.10728,1876.8618500000011,1823.016437255567,53.8454127444341,40.0,1.222519668495,4.66402682,0.03543535271,0.5033773629,7.420053540329099,0.10819855575128963,close,2026-04-30,2026-05-04,MEESHO,0.814310610294342,7.066787945234148,0.04915268028197146,8.820361335096155,2900.112909323,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
2,6703.349999999999,6124.436250000001,6700.0,6787.0,6127.5,13406.699999999999,12248.872500000001,-1157.8274999999976,-1209.5620130539726,51.734513053975,40.0,0.8851172512500001,3.0622181250000002,0.0256555725,0.402201,7.359321105225,-0.07178918424953039,close,2026-04-30,2026-05-04,MTARTECH,0.8118601441383362,6.89040866003542,0.05464306179023308,3.98011196635933,2268.1538772100002,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
19,846.6731249999999,955.9717750000001,846.25,978.3,956.45,16086.789374999998,18163.463725,2076.674350000003,2023.022302330702,53.652047669301,40.0,1.18163373195,4.540865931250001,0.0342502531,0.48260368124999997,7.412694071751,0.12006918143555116,close,2026-04-30,2026-05-04,CEMPRO,0.8549658060073853,6.791555918356178,0.04198536820431944,14.639675478870009,1611.44679225,large_gap,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
137,122.41117499999999,125.97698000000001,122.35,128.49,126.04,16770.330974999997,17258.846260000002,488.51528500000495,435.0781065232831,53.437178476721854,40.0,1.1740066146074999,4.3147115650000005,0.03402917723499999,0.50310992925,7.41132119062935,0.025822489475571087,close,2026-04-30,2026-05-04,HFCL,0.769318699836731,6.622831717790221,0.04906982184410437,4.766107145649691,2723.4932315849996,normal,forced_fallback,0.865,0.7142857142857143,0.002944723336231315,0.9996079163554892
80,218.60924999999997,203.62813500000001,218.5,227.65,203.73,17488.739999999998,16290.250800000002,-1198.4891999999963,-1251.6953466062644,53.20614660626801,40.0,1.1653751825999998,4.072562700000001,0.0337789908,0.5246622,7.409767532868,-0.07144721896108391,close,2026-05-04,2026-05-05,MEESHO,0.7887611985206604,7.183027398571463,0.05039229108525093,7.30397829639656,4226.559324792,normal,forced_fallback,0.88,0.8333333333333334,0.005226874611516076,0.9996553266013339
