date,starting_equity,ending_equity,daily_pnl,daily_return_pct,n_trades,used_forced_fallback,peak_equity,drawdown_pct
2026-04-20,100000.0,99328.1399681315,-671.8600318685058,-0.006718600318685097,5,True,99328.1399681315,0.0
2026-04-21,99328.1399681315,99248.87633022961,-79.26363790188043,-0.0007979978073414662,5,True,99328.1399681315,-0.0007979978073414662
2026-04-22,99248.87633022961,100511.38701220432,1262.5106819747016,0.012720654667907505,5,True,100511.38701220432,0.0
2026-04-23,100511.38701220432,99771.29292998351,-740.0940822208067,-0.007363285934268715,5,True,100511.38701220432,-0.007363285934268715
2026-04-24,99771.29292998351,102626.48172979115,2855.1887998076418,0.028617337873042548,1,False,102626.48172979115,0.0
2026-04-27,102626.48172979115,101377.20356956974,-1249.278160221409,-0.012173058446168672,5,True,102626.48172979115,-0.012173058446168672
2026-04-28,101377.20356956974,101532.69004177993,155.486472210192,0.0015337419729031243,5,True,102626.48172979115,-0.010657986803943031
2026-04-29,101532.69004177993,104423.67192221322,2890.98188043329,0.02847340968946721,1,False,104423.67192221322,0.0
2026-04-30,104423.67192221322,107412.03297906305,2988.361056849826,0.028617659213094004,1,False,107412.03297906305,0.0
2026-05-04,107412.03297906305,107904.08775338261,492.0547743195639,0.004581002339053342,5,True,107904.08775338261,0.0
2026-05-05,107904.08775338261,108643.6934595642,739.6057061815809,0.006854288114385154,5,True,108643.6934595642,0.0
2026-05-06,108643.6934595642,108038.72144855498,-604.9720110092167,-0.005568404310871244,5,True,108643.6934595642,-0.005568404310871244
2026-05-07,108038.72144855498,107615.15673969223,-423.56470886274474,-0.003920489831642726,5,True,108643.6934595642,-0.00946706327003477
2026-05-08,107615.15673969223,107018.38075690919,-596.775982783045,-0.005545464048587245,5,True,108643.6934595642,-0.014960028059612385
2026-05-11,107018.38075690919,105275.79015230911,-1742.5906046000746,-0.016283096345461878,5,True,108643.6934595642,-0.030999528826848755
