signal_date,entry_date,exit_date,expiry,strategy,regime,lot_size,lots,qty,risk_cash,gross_pnl,costs,net_pnl,capital_return,theoretical_max_profit,theoretical_max_loss,window,predicted_risk_return,prediction_edge,train_regime_best_risk_return
2021-08-05,2021-08-06,2021-08-13,2021-08-26,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,3029.9999999999995,1162.5,118.15116515,1044.34883485,0.0104434883485,1970.0000000000002,-3029.9999999999995,1,1520.6467951090658,543.4586124067237,0.07105278991118066
2021-08-16,2021-08-17,2021-08-25,2021-09-02,BEAR_PUT_SPREAD,BULL_LOW_VOL,50,1,50,1960.000000000001,-435.00000000000085,119.51518759999993,-554.5151876000008,-0.005545151876000008,3039.999999999999,-1960.000000000001,1,1434.8943859446306,387.31141822493623,-0.3216688327558258
2021-08-26,2021-08-27,2021-09-03,2021-09-16,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,1600.0000000000014,-1319.9999999999989,285.93757600000004,-1605.937575999999,-0.016059375759999987,8399.999999999998,-1600.0000000000014,1,6358.952273191473,352.1733084696143,-0.06781949574869807
2021-09-06,2021-09-07,2021-09-15,2021-09-23,BEAR_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2275.0,-1257.5000000000002,119.50318805000006,-1377.0031880500003,-0.013770031880500003,2725.0,-2275.0,1,2936.9878630186695,257.7790305748931,-0.3216688327558258
2021-09-16,2021-09-17,2021-09-24,2021-10-07,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2717.4999999999995,1037.5000000000007,126.61424105000003,910.8857589500006,0.009108857589500006,2282.5000000000005,-2717.4999999999995,1,11566.69049298424,3706.56590743214,0.07105278991118066
2021-09-27,2021-09-28,2021-10-05,2021-10-14,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,1565.0000000000034,377.4999999999977,266.42282665000005,111.07717334999768,0.0011107717334999769,8434.999999999996,-1565.0000000000034,1,1456.7162589721952,39.003360890849535,-0.06781949574869807
2021-10-06,2021-10-07,2021-10-14,2021-10-21,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2902.499999999999,1867.5000000000011,115.8098286500001,1751.690171350001,0.01751690171350001,2097.500000000001,-2902.499999999999,1,1450.7632739224896,237.44653904662005,0.07105278991118066
2021-10-18,2021-10-19,2021-10-26,2021-11-03,BEAR_PUT_SPREAD,BULL_LOW_VOL,50,1,50,1697.4999999999995,1197.500000000001,142.17320315000006,1055.3267968500008,0.01055326796850001,3302.5000000000005,-1697.4999999999995,1,2886.785252860044,410.5798621873787,-0.3216688327558258
2021-10-27,2021-10-28,2021-11-04,2021-11-11,IRON_CONDOR,BULL_LOW_VOL,50,1,50,2592.500000000001,2177.5000000000005,240.0468884500001,1937.4531115500004,0.019374531115500002,7407.499999999999,-2592.500000000001,1,1853.5760246311,420.26664773001585,-0.03818915278341781
2021-11-08,2021-11-09,2021-11-16,2021-11-25,BEAR_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2192.4999999999995,-375.0,133.7860943,-508.7860943,-0.005087860943,2807.5000000000005,-2192.4999999999995,1,2819.0727682403462,1185.919243524919,-0.3216688327558258
2021-11-22,2021-11-23,2021-11-30,2021-12-09,BEAR_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2025.0,2247.5000000000023,173.04941855000015,2074.450581450002,0.020744505814500023,2975.0,-2025.0,1,2340.0997038984274,763.7194829055627,-0.3216688327558258
2021-12-01,2021-12-02,2021-12-09,2021-12-16,BULL_CALL_SPREAD,BEAR_HIGH_VOL,50,1,50,2665.0000000000005,44.99999999999886,131.695163,-86.69516300000114,-0.0008669516300000115,2334.9999999999995,-2665.0000000000005,1,1433.4462634732542,700.7421268774275,-0.12399410286363928
2021-12-10,2021-12-13,2021-12-20,2021-12-30,BULL_PUT_SPREAD,BEAR_LOW_VOL,50,1,50,3025.0,-2264.9999999999977,207.9234233000002,-2472.923423299998,-0.02472923423299998,1975.0,-3025.0,1,1326.9298989096035,359.66715401923955,-0.004821120322384479
2021-12-21,2021-12-22,2021-12-29,2022-01-06,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2572.500000000001,694.9999999999975,155.98055720000002,539.0194427999975,0.005390194427999975,2427.499999999999,-2572.500000000001,1,2348.2120647240604,780.4253129595145,-0.003077959565499354
2022-01-03,2022-01-04,2022-01-11,2022-01-20,IRON_BUTTERFLY,BEAR_LOW_VOL,50,1,50,212.5,1067.499999999999,270.79179115,796.7082088499991,0.00796708208849999,9787.5,-212.5,2,828.5494923275875,21.317932172123733,-0.23387114234486814
2022-01-12,2022-01-13,2022-01-20,2022-01-27,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,1602.5000000000005,-844.9999999999975,276.48181929999987,-1121.4818192999974,-0.011214818192999973,8397.5,-1602.5000000000005,2,1095.7732373882202,95.57379297754039,-0.026251935380616688
2022-01-21,2022-01-24,2022-02-01,2022-02-10,IRON_CONDOR,BULL_LOW_VOL,50,1,50,1632.4999999999989,105.00000000000256,309.3068284,-204.3068283999974,-0.002043068283999974,8367.500000000002,-1632.4999999999989,2,918.8146971339653,77.9039289151059,-0.0017168978547468152
2022-02-02,2022-02-03,2022-02-10,2022-02-17,BULL_CALL_SPREAD,BEAR_HIGH_VOL,50,1,50,2542.4999999999995,-47.49999999999943,138.68751575000002,-186.18751574999945,-0.0018618751574999944,2457.5000000000005,-2542.4999999999995,2,1618.6712027959443,880.5884740595594,-0.16415205837508107
2022-02-11,2022-02-14,2022-02-21,2022-03-03,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2772.4999999999995,855.0000000000011,188.73785959999998,666.2621404000012,0.006662621404000012,2227.5000000000005,-2772.4999999999995,2,1829.747503936308,738.1537665896753,-0.11303014480327395
2022-02-22,2022-02-23,2022-03-03,2022-03-10,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2682.499999999999,-1964.9999999999977,135.38262140000006,-2100.382621399998,-0.021003826213999977,2317.500000000001,-2682.499999999999,2,1907.7399034713405,916.6993885802917,-0.11303014480327395
2022-03-04,2022-03-07,2022-03-14,2022-03-24,BULL_CALL_SPREAD,BEAR_HIGH_VOL,50,1,50,4142.499999999998,-3462.5000000000055,251.6663799500002,-3714.1663799500056,-0.037141663799500055,857.5000000000017,-4142.499999999998,2,7202.693660909615,3205.795779620615,-0.16415205837508107
2022-03-15,2022-03-16,2022-03-24,2022-03-31,BULL_CALL_SPREAD,BEAR_HIGH_VOL,50,1,50,2715.0000000000005,597.4999999999994,170.00893954999998,427.49106044999945,0.004274910604499994,2284.9999999999995,-2715.0000000000005,2,3421.718456921823,2184.5229205748283,-0.16415205837508107
2022-03-25,2022-03-28,2022-04-04,2022-04-13,IRON_BUTTERFLY,RANGE_HIGH_VOL,50,1,50,2159.9999999999995,-2034.9999999999995,344.6304706000001,-2379.6304705999996,-0.023796304705999995,7840.000000000001,-2159.9999999999995,2,2373.2534576798207,641.1833420905748,
2022-04-05,2022-04-06,2022-04-13,2022-04-21,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,2052.5000000000005,-940.0000000000006,273.94750809999994,-1213.9475081000005,-0.012139475081000006,7947.499999999999,-2052.5000000000005,2,3551.701062532894,316.92528877216546,-0.026251935380616688
2022-04-18,2022-04-19,2022-04-26,2022-05-05,BEAR_PUT_SPREAD,BULL_LOW_VOL,50,1,50,325.0,627.4999999999991,131.66636825,495.8336317499991,0.0049583363174999905,4675.0,-325.0,2,634.8224084987884,27.62138205101212,-0.34915285420510767
2022-04-27,2022-04-28,2022-05-06,2022-05-12,BULL_CALL_SPREAD,BEAR_HIGH_VOL,50,1,50,2389.999999999999,-2437.5,118.22907094999982,-2555.72907095,-0.025557290709499997,2610.000000000001,-2389.999999999999,2,1905.587917502797,140.04180812766845,-0.16415205837508107
2022-05-09,2022-05-10,2022-05-17,2022-05-26,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2375.0,95.00000000000028,148.05176419999998,-53.051764199999695,-0.000530517641999997,2625.0,-2375.0,2,2616.1642165885933,385.39582046403666,-0.11303014480327395
2022-05-26,2022-05-27,2022-06-03,2022-06-16,BULL_CALL_SPREAD,BEAR_HIGH_VOL,50,1,50,2272.500000000001,537.4999999999986,166.92255515,370.57744484999864,0.0037057744484999865,2727.499999999999,-2272.500000000001,2,3834.7368394151545,929.5696478382051,-0.16415205837508107
2022-06-06,2022-06-07,2022-06-14,2022-06-23,IRON_CONDOR,BEAR_HIGH_VOL,50,1,50,2295.0000000000005,-1820.0000000000018,298.6353903999998,-2118.6353904000016,-0.021186353904000015,7705.0,-2295.0000000000005,2,608.2424420502974,43.22826827845222,0.03308164896187241
2022-06-15,2022-06-16,2022-06-23,2022-06-30,IRON_BUTTERFLY,BEAR_HIGH_VOL,50,1,50,1004.9999999999998,-14.999999999999147,283.9311133,-298.93111329999914,-0.0029893111329999914,8995.0,-1004.9999999999998,2,2534.013176290871,343.36907430442034,-0.09222643226429031
2022-06-24,2022-06-27,2022-07-04,2022-07-14,BULL_CALL_SPREAD,BEAR_HIGH_VOL,50,1,50,2667.4999999999995,-240.00000000000057,144.36822949999998,-384.36822950000055,-0.0038436822950000055,2332.5000000000005,-2667.4999999999995,2,3652.5983809603417,1246.2466411788769,-0.16415205837508107
2022-07-05,2022-07-06,2022-07-13,2022-07-21,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2475.0,-204.99999999999972,136.52292799999998,-341.5229279999997,-0.003415229279999997,2525.0,-2475.0,2,1168.5781885506326,317.42407085667924,-0.11303014480327395
2022-07-14,2022-07-15,2022-07-22,2022-08-04,IRON_BUTTERFLY,BEAR_LOW_VOL,50,1,50,1544.9999999999989,-1492.5000000000011,309.7392986499999,-1802.239298650001,-0.018022392986500012,8455.000000000002,-1544.9999999999989,2,3122.5659482214633,654.2044891604755,-0.23387114234486814
2022-07-25,2022-07-26,2022-08-02,2022-08-11,IRON_CONDOR,BULL_LOW_VOL,50,1,50,2630.0000000000027,-2420.0000000000045,303.2530726,-2723.2530726000045,-0.027232530726000046,7369.999999999997,-2630.0000000000027,2,569.7934728797234,13.352302273266787,-0.0017168978547468152
2022-08-03,2022-08-04,2022-08-12,2022-08-18,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2887.5,1512.5,125.01182315000005,1387.48817685,0.0138748817685,2112.5,-2887.5,2,3500.730334070767,793.134418279461,0.11388732078849206
2022-08-16,2022-08-17,2022-08-24,2022-09-01,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2997.4999999999995,-2030.0000000000011,150.50499710000008,-2180.504997100001,-0.021805049971000013,2002.5000000000005,-2997.4999999999995,2,3138.911943687301,476.3817618076605,0.11388732078849206
2022-08-25,2022-08-26,2022-09-05,2022-09-15,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,475.0000000000014,885.0000000000009,281.46778629999994,603.532213700001,0.0060353221370000095,9524.999999999998,-475.0000000000014,2,3608.364343544497,292.9547604501222,-0.026251935380616688
2022-09-06,2022-09-07,2022-09-14,2022-09-22,IRON_CONDOR,BULL_LOW_VOL,50,1,50,2405.000000000001,-617.5000000000011,267.73737895,-885.2373789500011,-0.00885237378950001,7594.999999999999,-2405.000000000001,2,565.8421303868007,4.465930302365905,-0.0017168978547468152
2022-09-15,2022-09-16,2022-09-23,2022-10-06,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,672.4999999999994,325.0000000000014,307.9296985,17.07030150000145,0.0001707030150000145,9327.5,-672.4999999999994,2,2485.449598698727,468.29261488942643,-0.026251935380616688
2022-09-26,2022-09-27,2022-10-04,2022-10-13,BULL_CALL_SPREAD,BULL_LOW_VOL,50,1,50,2652.5000000000005,927.5000000000006,171.08281145,756.4171885500006,0.0075641718855000055,2347.4999999999995,-2652.5000000000005,2,900.7076318856716,88.16443193224814,0.02945240875926482
2022-10-06,2022-10-07,2022-10-14,2022-10-27,IRON_CONDOR,BEAR_LOW_VOL,50,1,50,2144.999999999999,505.00000000000114,270.0688189,234.93118110000114,0.0023493118110000113,7855.000000000001,-2144.999999999999,2,2495.254734159538,1.5424140687418912,-0.09667107419802737
2022-10-17,2022-10-18,2022-10-25,2022-11-03,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2650.0,454.9999999999983,148.16307079999996,306.83692919999834,0.0030683692919999833,2350.0,-2650.0,2,1309.075822877814,535.4502272009248,-0.11303014480327395
2022-10-27,2022-10-28,2022-11-04,2022-11-17,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,1267.4999999999998,-407.49999999999955,280.21415995000007,-687.7141599499996,-0.006877141599499996,8732.5,-1267.4999999999998,2,2522.8726789072875,880.951363018363,-0.026251935380616688
2022-11-07,2022-11-09,2022-11-16,2022-11-24,IRON_CONDOR,BULL_LOW_VOL,50,1,50,2772.4999999999995,-77.49999999999915,243.10028755000002,-320.60028754999917,-0.003206002875499992,7227.500000000001,-2772.4999999999995,2,560.3677126597795,2.97166643848027,-0.0017168978547468152
2022-11-17,2022-11-18,2022-11-25,2022-12-08,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,1617.4999999999998,-307.5000000000017,261.72736675,-569.2273667500017,-0.0056922736675000165,8382.5,-1617.4999999999998,2,3859.6955832089498,1169.6079259245867,-0.026251935380616688
2022-11-28,2022-11-29,2022-12-06,2022-12-15,BEAR_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2537.5,-307.5000000000003,133.94478095,-441.4447809500003,-0.004414447809500003,2462.5,-2537.5,2,1014.1001006554528,218.85299527021732,-0.34915285420510767
2022-12-07,2022-12-08,2022-12-15,2022-12-22,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,2019.9999999999989,-459.99999999999727,244.80901629999994,-704.8090162999972,-0.007048090162999972,7980.000000000001,-2019.9999999999989,2,2149.7886154952266,134.43331146921105,-0.026251935380616688
2022-12-16,2022-12-19,2022-12-26,2023-01-05,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,1697.4999999999995,-1037.5000000000007,271.38482784999997,-1308.8848278500006,-0.013088848278500006,8302.5,-1697.4999999999995,2,2531.7274618971396,87.83877097597633,-0.026251935380616688
2023-01-02,2023-01-03,2023-01-10,2023-01-19,BULL_PUT_SPREAD,RANGE_LOW_VOL,50,1,50,2934.9999999999995,-1704.9999999999982,153.98072120000006,-1858.9807211999982,-0.018589807211999983,2065.0000000000005,-2934.9999999999995,3,1759.1370079259746,1072.297004966947,-0.3118049632477216
2023-01-11,2023-01-12,2023-01-19,2023-02-02,BULL_PUT_SPREAD,BEAR_LOW_VOL,50,1,50,2975.0,567.4999999999998,132.07625255,435.4237474499998,0.004354237474499998,2025.0,-2975.0,3,1524.7243329183775,671.5458424003255,0.03332450382938343
2023-01-20,2023-01-23,2023-01-31,2023-02-09,BEAR_PUT_SPREAD,BEAR_LOW_VOL,50,1,50,2040.0000000000005,2140.0000000000005,166.49965580000003,1973.5003442000004,0.019735003442000004,2959.9999999999995,-2040.0000000000005,3,1031.1157072244434,113.88704260494148,-0.2638308479281774
2023-02-01,2023-02-02,2023-02-09,2023-02-16,IRON_CONDOR,BEAR_LOW_VOL,50,1,50,2904.999999999998,642.499999999999,237.72179575,404.77820424999896,0.004047782042499989,7095.000000000002,-2904.999999999998,3,2894.975752744133,1232.734538426392,-0.11339879735944418
2023-02-10,2023-02-13,2023-02-20,2023-03-02,BULL_PUT_SPREAD,BEAR_LOW_VOL,50,1,50,3075.0,162.5,123.17645945000001,39.32354054999999,0.0003932354054999999,1925.0,-3075.0,3,1277.0973763698112,46.74679549945154,0.03332450382938343
2023-02-21,2023-02-22,2023-03-01,2023-03-09,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2792.500000000001,-1145.000000000001,123.63341089999994,-1268.6334109000009,-0.01268633410900001,2207.499999999999,-2792.500000000001,3,340.90018019487866,33.17984644461774,0.06961867346015557
2023-03-02,2023-03-03,2023-03-13,2023-03-23,BULL_PUT_SPREAD,BEAR_LOW_VOL,50,1,50,3027.5,-2319.999999999996,162.96803210000007,-2482.968032099996,-0.02482968032099996,1972.5000000000002,-3027.5,3,3155.328398122234,1362.401437026418,0.03332450382938343
2023-03-14,2023-03-15,2023-03-22,2023-03-29,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2489.999999999999,555.0000000000011,137.95412120000003,417.0458788000011,0.004170458788000011,2510.000000000001,-2489.999999999999,3,771.8128730587542,334.5957442221985,0.06961867346015557
2023-03-23,2023-03-24,2023-04-03,2023-04-13,BULL_CALL_SPREAD,BEAR_LOW_VOL,50,1,50,2994.999999999999,1080.0000000000011,173.67412489999992,906.3258751000012,0.009063258751000012,2005.0000000000011,-2994.999999999999,3,783.9011562471768,217.50451399486167,0.06961867346015557
2023-04-05,2023-04-06,2023-04-17,2023-04-20,BULL_PUT_SPREAD,BEAR_LOW_VOL,50,1,50,2772.500000000001,1022.4999999999994,114.56968414999994,907.9303158499995,0.009079303158499995,2227.499999999999,-2772.500000000001,3,1515.2052172981505,420.89707811922244,0.03332450382938343
2023-04-18,2023-04-19,2023-04-26,2023-05-04,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,3134.9999999999995,1030.0000000000011,112.96266800000001,917.0373320000011,0.009170373320000012,1865.0000000000005,-3134.9999999999995,3,826.1797879843612,32.65601769298382,0.056228202497753815
2023-04-27,2023-04-28,2023-05-08,2023-05-18,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,3019.9999999999995,937.5000000000007,116.88915275,820.6108472500007,0.008206108472500006,1980.0000000000005,-3019.9999999999995,3,2692.2430950383787,193.23230547892035,0.056228202497753815
2023-05-09,2023-05-10,2023-05-17,2023-05-25,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,3037.499999999999,-1077.4999999999984,127.62443254999994,-1205.1244325499983,-0.012051244325499984,1962.5000000000007,-3037.499999999999,3,953.9118443371328,66.50811984541951,0.056228202497753815
2023-05-25,2023-05-26,2023-06-02,2023-06-15,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2852.5000000000005,359.99999999999943,123.90826400000003,236.0917359999994,0.002360917359999994,2147.4999999999995,-2852.5000000000005,3,1411.6798910483026,98.156801665172,0.056228202497753815
2023-06-05,2023-06-06,2023-06-13,2023-06-22,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,3015.0000000000005,589.9999999999991,115.58721800000001,474.4127819999991,0.0047441278199999905,1984.9999999999995,-3015.0000000000005,3,1331.2142242732195,7.660846118554446,0.056228202497753815
2023-06-14,2023-06-15,2023-06-22,2023-06-29,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,3067.4999999999995,562.5,113.91910144999997,448.58089855000003,0.0044858089855,1932.5000000000002,-3067.4999999999995,3,2416.835475914836,50.839827011785474,0.056228202497753815
2023-06-23,2023-06-26,2023-07-04,2023-07-13,IRON_CONDOR,BULL_LOW_VOL,50,1,50,3502.5000000000005,-3247.5000000000023,270.8158439499998,-3518.315843950002,-0.03518315843950002,6497.499999999999,-3502.5000000000005,3,1195.4352407680099,289.7340693829267,-0.02888174463257909
2023-07-05,2023-07-06,2023-07-13,2023-07-20,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,2800.0,-747.4999999999994,126.92953445,-874.4295344499994,-0.008744295344499994,2200.0,-2800.0,3,1898.5741717860155,861.5277285096606,0.056228202497753815
2023-07-14,2023-07-17,2023-07-24,2023-08-03,BULL_PUT_SPREAD,BULL_LOW_VOL,50,1,50,3187.500000000001,-242.50000000000043,123.08514095000001,-365.58514095000044,-0.0036558514095000045,1812.4999999999993,-3187.500000000001,3,1953.0506211615948,106.9424432757487,0.056228202497753815
2023-07-25,2023-07-26,2023-08-02,2023-08-10,IRON_BUTTERFLY,BULL_LOW_VOL,50,1,50,1850.0,284.99999999999943,246.65958519999998,38.34041479999945,0.00038340414799999453,8150.0,-1850.0,3,780.2468707807636,39.13129624681983,-0.12498744663877254
