date,starting_equity,ending_equity,daily_pnl,daily_return_pct,n_trades,used_expected_return_layer,peak_equity,drawdown_pct
2026-04-20,100000.0,99915.52696614967,-84.47303385032865,-0.0008447303385032967,1,True,99915.52696614967,0.0
2026-04-21,99915.52696614967,98902.99260402871,-1012.5343621209613,-0.010133904037397445,1,True,99915.52696614967,-0.010133904037397445
2026-04-22,98902.99260402871,98722.18956007254,-180.80304395616986,-0.0018280846635251313,1,True,99915.52696614967,-0.011943463066370286
2026-04-23,98722.18956007254,97931.51397281459,-790.6755872579524,-0.00800909694954477,1,True,99915.52696614967,-0.019856903662303083
2026-04-24,97931.51397281459,92689.30401124439,-5242.209961570203,-0.05352934667205722,1,False,99915.52696614967,-0.07232332325438717
2026-04-27,92689.30401124439,93771.1835885983,1081.8795773539168,0.011672108113172097,1,True,99915.52696614967,-0.061495380789344245
2026-04-28,93771.1835885983,94854.26893483107,1083.085346232765,0.01155030047380623,1,True,99915.52696614967,-0.050655370441406
2026-04-29,94854.26893483107,89187.20405800786,-5667.064876823206,-0.05974496393743456,1,False,99915.52696614967,-0.1073739310985814
2026-04-30,89187.20405800786,89218.10358796096,30.899529953094316,0.0003464569865090361,1,False,99915.52696614967,-0.10706467456067059
2026-05-04,89218.10358796096,90197.99617943128,979.8925914703286,0.010983113875585149,1,True,99915.52696614967,-0.09725746419783765
2026-05-05,90197.99617943128,91008.53186237729,810.535682946007,0.00898618281201724,1,True,99915.52696614967,-0.08914525473893542
2026-05-06,91008.53186237729,89734.21953102278,-1274.3123313545075,-0.014002119419765147,1,True,99915.52696614967,-0.10189915165614061
2026-05-07,89734.21953102278,89456.29552411874,-277.92400690403883,-0.003097190886114043,1,True,99915.52696614967,-0.10468074141844241
2026-05-08,89456.29552411874,84275.59508887006,-5180.700435248684,-0.05791320113241094,1,True,99915.52696614967,-0.15653154571839722
2026-05-11,84275.59508887006,81344.44264988284,-2931.152438987221,-0.03478056056318879,1,True,99915.52696614967,-0.18586785137567774
2026-05-12,81344.44264988284,80118.50501239303,-1225.937637489813,-0.015070945199863406,1,True,99915.52696614967,-0.19813759237304196
2026-05-13,80118.50501239303,80082.8872233595,-35.61778903352388,-0.00044456382489932444,1,True,99915.52696614967,-0.19849407139201958
2026-05-14,80082.8872233595,78383.38951793019,-1699.4977054293122,-0.021221733685615418,1,True,99915.52696614967,-0.21550341675638007
2026-05-15,78383.38951793019,79435.5659989872,1052.176481057002,0.013423462388243879,1,True,99915.52696614967,-0.20497275637750345
2026-05-18,79435.5659989872,80925.27580366867,1489.709804681479,0.018753687796477347,1,True,99915.52696614967,-0.1900630636609133
2026-05-19,80925.27580366867,81442.50652851876,517.2307248500874,0.006391460760726053,1,True,99915.52696614967,-0.18488638351363929
2026-05-20,81442.50652851876,81766.05164711371,323.5451185949496,0.00397268124946093,1,True,99915.52696614967,-0.18164819693324352
2026-05-21,81766.05164711371,86613.87922234349,4847.827575229778,0.0592890017014891,1,True,99915.52696614967,-0.1331289354888019
2026-05-22,86613.87922234349,83565.2712917127,-3048.60793063078,-0.03519768376618726,1,True,99915.52696614967,-0.16364078908352508
2026-05-25,83565.2712917127,81451.64537488666,-2113.625916826044,-0.025293113803792067,1,True,99915.52696614967,-0.18479491778608526
2026-05-26,81451.64537488666,80913.66464840322,-537.980726483438,-0.00660490925637347,1,True,99915.52696614967,-0.19017927337944263
2026-05-27,80913.66464840322,90688.68972054592,9775.0250721427,0.12080808741784765,1,True,99915.52696614967,-0.09234638024508146
2026-05-29,90688.68972054592,85176.46592867511,-5512.223791870812,-0.06078182195438642,1,True,99915.52696614967,-0.1475152209572792
2026-06-01,85176.46592867511,84302.54297471994,-873.9229539551743,-0.010260145738929527,1,True,99915.52696614967,-0.15626183903047675
2026-06-02,84302.54297471994,86743.42241396071,2440.8794392407726,0.028953805580606673,1,True,99915.52696614967,-0.13183240835682652
2026-06-03,86743.42241396071,86578.97775396072,-164.44465999999375,-0.0018957594181058246,1,True,99915.52696614967,-0.13347824524517837
2026-06-04,86578.97775396072,86389.06579254099,-189.91196141972614,-0.0021935112465686357,1,True,99915.52696614967,-0.13537897045962943
2026-06-05,86389.06579254099,86225.48162424243,-163.58416829856287,-0.0018935749194395335,1,True,99915.52696614967,-0.13701619515598695
2026-06-08,86225.48162424243,86061.03813668904,-164.4434875533916,-0.0019071333027748105,1,True,99915.52696614967,-0.13866202030996033
2026-06-09,86061.03813668904,85048.53091302351,-1012.5072236655251,-0.011764989658355929,1,True,99915.52696614967,-0.14879565273336293
2026-06-10,85048.53091302351,84885.9735379374,-162.55737508610764,-0.0019113484188497676,1,True,99915.52696614967,-0.15042260081662906
2026-06-11,84885.9735379374,88336.42284463996,3450.4493067025614,0.04064805011820338,1,True,99915.52696614967,-0.11588893611533058
2026-06-12,88336.42284463996,87070.74335055899,-1265.6794940809777,-0.014327945974300649,1,True,99915.52696614967,-0.1285564316739516
2026-06-15,87070.74335055899,86904.9365666387,-165.80678392028494,-0.0019042766552792578,1,True,99915.52696614967,-0.13021590131750815
2026-06-16,86904.9365666387,87227.6389232053,322.70235656660225,0.003713279927650026,1,True,99915.52696614967,-0.12698614948248121
2026-06-17,87227.6389232053,87042.83036375613,-184.8085594491713,-0.002118692672764877,1,True,99915.52696614967,-0.12883579753079488
2026-06-18,87042.83036375613,81866.85182597056,-5175.978537785573,-0.05946473151384113,1,True,99915.52696614967,-0.18063934293509565
2026-06-19,81866.85182597056,81710.03417908472,-156.81764688584371,-0.001915520670309867,1,True,99915.52696614967,-0.18220884521014225
2026-06-22,81710.03417908472,85870.9841436494,4160.9499645646865,0.05092336585547241,1,True,99915.52696614967,-0.14056416704140906
2026-06-23,85870.9841436494,85707.90279364941,-163.0813499999931,-0.0018991438333486599,1,True,99915.52696614967,-0.1421963593037312
2026-06-24,85707.90279364941,85543.97211647895,-163.93067717045778,-0.0019126669983412503,1,True,99915.52696614967,-0.14383705201834796
2026-06-25,85543.97211647895,85380.89192529248,-163.08019118646916,-0.0019063902125612264,1,True,99915.52696614967,-0.14546923268273781
2026-06-29,85380.89192529248,83938.76296631589,-1442.1289589765947,-0.01689053518249073,1,True,99915.52696614967,-0.15990271467263084
2026-06-30,83938.76296631589,85792.07158471273,1853.3086183968408,0.02207929391502428,1,True,99915.52696614967,-0.14135395979267384
2026-07-01,85792.07158471273,85629.84072069671,-162.23086401601904,-0.0018909773481321501,1,True,99915.52696614967,-0.1429776400047692
2026-07-02,85629.84072069671,82914.5471806382,-2715.293540058512,-0.031709664729088094,1,True,99915.52696614967,-0.17015353170554992
2026-07-03,82914.5471806382,82755.55576063819,-158.99142000000575,-0.0019175334776131425,1,True,99915.52696614967,-0.1717447900897835
2026-07-06,82755.55576063819,82595.7449897208,-159.8107709173928,-0.0019311183333675652,1,True,99915.52696614967,-0.1733442489103484
2026-07-07,82595.7449897208,81109.2176773031,-1486.5273124177038,-0.017997625817197993,1,True,99915.52696614967,-0.18822208979809474
2026-07-08,81109.2176773031,85120.43736238452,4011.2196850814216,0.04945454783006609,1,True,99915.52696614967,-0.14807598031062352
2026-07-09,85120.43736238452,86026.56293839145,906.1255760069325,0.010645217577410548,1,True,99915.52696614967,-0.13900706376160787
2026-07-10,86026.56293839145,85938.7020398192,-87.86089857225306,-0.0010213228980817668,1,True,99915.52696614967,-0.13988641556247483
2026-07-13,85938.7020398192,85774.77136264874,-163.93067717045778,-0.001907530289374182,1,True,99915.52696614967,-0.14152710827709158
2026-07-14,85774.77136264874,80129.19659097386,-5645.574771674874,-0.06581859306632065,1,True,99915.52696614967,-0.19803058619586933
2026-07-15,80129.19659097386,80377.61120749514,248.41461652127327,0.003100176054295467,1,True,99915.52696614967,-0.1955443398229163
2026-07-16,80377.61120749514,78871.5250457236,-1506.0861617715418,-0.018737632770443713,1,True,99915.52696614967,-0.21061793456341937
2026-07-17,78871.5250457236,78268.25843294161,-603.266612781983,-0.007648725093527209,1,True,99915.52696614967,-0.2166557009757044
2026-07-20,78268.25843294161,80231.01608860648,1962.757655664871,0.025077313523546918,1,True,99915.52696614967,-0.1970115303921891
2026-07-21,80231.01608860648,79994.70554893809,-236.3105396683968,-0.002945376379222431,1,True,99915.52696614967,-0.1993766336633599
2026-07-22,79994.70554893809,79152.03114477015,-842.674404167934,-0.010534127207361466,1,True,99915.52696614967,-0.207810502049536
2026-07-23,79152.03114477015,76286.23449727336,-2865.796647496798,-0.03620623003666468,1,True,99915.52696614967,-0.23649269724496047
2026-07-24,76286.23449727336,75687.5455246042,-598.6889726691588,-0.00784792927078548,1,True,99915.52696614967,-0.2424846485547102
2026-07-27,75687.5455246042,76010.75722017563,323.21169557143,0.004270341881629225,1,True,99915.52696614967,-0.23924979902345633
2026-07-28,76010.75722017563,76150.11221519997,139.35499502434686,0.0018333588576244786,1,True,99915.52696614967,-0.23785507090405644
2026-07-29,76150.11221519997,78487.60885658753,2337.496641387552,0.030695905408278268,1,True,99915.52696614967,-0.2144603422531285
