entry_date,expiry,strategy,gross_pnl,cost,net_pnl,return_on_capital,target_return,pred_regime,pred_close,pred_low,pred_high,selected_rank
2026-04-01,2026-04-07,SHORT_PUT,342.55,47.856881539,294.69311846100004,0.0029469311846100003,0.015394669321625809,RANGE_BOUND,22909.713380522975,22486.393948863682,23332.4958101546,2
2026-04-01,2026-04-07,SHORT_STRADDLE,259.0000000000015,95.726151176,163.27384882400148,0.0016327384882400147,0.015394669321625809,RANGE_BOUND,22909.713380522975,22486.393948863682,23332.4958101546,1
2026-04-01,2026-04-07,SHORT_STRANGLE,265.35000000000144,95.50247021899999,169.84752978100147,0.0016984752978100148,0.015394669321625809,RANGE_BOUND,22909.713380522975,22486.393948863682,23332.4958101546,3
2026-04-08,2026-04-13,LONG_CALL,-190.6,47.284660708000004,-237.884660708,-0.00237884660708,-0.008275902202196317,BULLISH,24478.877142397814,24032.206547840204,24924.981112801088,2
2026-04-08,2026-04-13,SHORT_PUT,42.35000000000073,47.733398971,-5.3833989709992665,-5.383398970999266e-05,-0.008275902202196317,BULLISH,24478.877142397814,24032.206547840204,24924.981112801088,3
2026-04-08,2026-04-13,LONG_SYNTHETIC_FUTURE,-148.24999999999926,95.018059679,-243.26805967899926,-0.002432680596789993,-0.008275902202196317,BULLISH,24478.877142397814,24032.206547840204,24924.981112801088,1
2026-04-15,2026-04-21,LONG_CALL,123.35,47.93290263699999,75.41709736300001,0.00075417097363,0.014308288327687935,BULLISH,24401.61124697769,23951.60052822082,24851.051104464386,2
2026-04-15,2026-04-21,SHORT_PUT,229.75,47.640962034999994,182.109037965,0.00182109037965,0.014308288327687935,BULLISH,24401.61124697769,23951.60052822082,24851.051104464386,3
2026-04-15,2026-04-21,LONG_SYNTHETIC_FUTURE,353.1,95.57386467199998,257.526135328,0.00257526135328,0.014308288327687935,BULLISH,24401.61124697769,23951.60052822082,24851.051104464386,1
2026-04-22,2026-04-28,SHORT_PUT,-174.70000000000073,47.824737766,-222.52473776600073,-0.002225247377660007,-0.015889291749380696,RANGE_BOUND,24360.48326106428,23907.808240903334,24812.58404015448,2
2026-04-22,2026-04-28,SHORT_STRADDLE,36.69999999999928,95.43057459799999,-58.730574598000715,-0.0005873057459800071,-0.015889291749380696,RANGE_BOUND,24360.48326106428,23907.808240903334,24812.58404015448,1
2026-04-22,2026-04-28,SHORT_STRANGLE,44.44999999999928,95.20957349299998,-50.7595734930007,-0.000507595734930007,-0.015889291749380696,RANGE_BOUND,24360.48326106428,23907.808240903334,24812.58404015448,3
2026-04-29,2026-05-05,SHORT_PUT,69.79999999999927,47.673685276,22.126314723999272,0.0002212631472399927,-0.006007751937984529,RANGE_BOUND,24258.89119340079,23808.614972831525,24708.59621589745,2
2026-04-29,2026-05-05,SHORT_STRADDLE,233.59999999999928,95.18840713999998,138.4115928599993,0.0013841159285999931,-0.006007751937984529,RANGE_BOUND,24258.89119340079,23808.614972831525,24708.59621589745,1
2026-04-29,2026-05-05,SHORT_STRANGLE,243.24999999999926,94.97104297700001,148.27895702299924,0.0014827895702299923,-0.006007751937984529,RANGE_BOUND,24258.89119340079,23808.614972831525,24708.59621589745,3
2026-05-06,2026-05-12,SHORT_PUT,-819.5499999999993,48.050439469000004,-867.6004394689993,-0.008676004394689994,-0.04183266932270924,RANGE_BOUND,24519.05956068741,24065.155434234126,24972.387886886685,2
2026-05-06,2026-05-12,SHORT_STRADDLE,-641.4999999999993,95.59243839800001,-737.0924383979993,-0.007370924383979994,-0.04183266932270924,RANGE_BOUND,24519.05956068741,24065.155434234126,24972.387886886685,1
2026-05-06,2026-05-12,SHORT_STRANGLE,-632.3499999999993,95.37411714500001,-727.7241171449994,-0.007277241171449993,-0.04183266932270924,RANGE_BOUND,24519.05956068741,24065.155434234126,24972.387886886685,3
2026-05-13,2026-05-19,SHORT_PUT,215.2,47.613110715999994,167.586889284,0.00167586889284,0.006376159301691109,RANGE_BOUND,23528.8116817229,23093.19561717217,23963.875145347574,2
2026-05-13,2026-05-19,SHORT_STRADDLE,279.04999999999995,95.318564609,183.73143539099993,0.0018373143539099994,0.006376159301691109,RANGE_BOUND,23528.8116817229,23093.19561717217,23963.875145347574,1
2026-05-13,2026-05-19,SHORT_STRANGLE,287.0,95.09794634,191.90205366,0.0019190205366000001,0.006376159301691109,RANGE_BOUND,23528.8116817229,23093.19561717217,23963.875145347574,3
2026-05-20,2026-05-26,SHORT_PUT,198.0,47.58018682,150.41981318,0.0015041981318000002,0.01033018568984101,RANGE_BOUND,23619.181849722885,23179.73921709285,24058.067027232464,2
2026-05-20,2026-05-26,SHORT_STRADDLE,144.75,95.299684595,49.450315405,0.00049450315405,0.01033018568984101,RANGE_BOUND,23619.181849722885,23179.73921709285,24058.067027232464,1
2026-05-20,2026-05-26,SHORT_STRANGLE,151.65,95.077056437,56.57294356300001,0.0005657294356300001,0.01033018568984101,RANGE_BOUND,23619.181849722885,23179.73921709285,24058.067027232464,3
2026-05-27,2026-06-02,SHORT_PUT,-224.55000000000146,47.707383145,-272.2573831450015,-0.002722573831450015,-0.016402255310105196,RANGE_BOUND,24010.44902728744,23564.912849564593,24455.420019920854,2
2026-05-27,2026-06-02,SHORT_STRADDLE,-92.65000000000146,95.16104266700002,-187.81104266700146,-0.0018781104266700145,-0.016402255310105196,RANGE_BOUND,24010.44902728744,23564.912849564593,24455.420019920854,1
2026-05-27,2026-06-02,SHORT_STRANGLE,-80.10000000000146,94.94922962599999,-175.04922962600145,-0.0017504922962600145,-0.016402255310105196,RANGE_BOUND,24010.44902728744,23564.912849564593,24455.420019920854,3
2026-06-03,2026-06-09,SHORT_PUT,23.24999999999855,47.644010869,-24.39401086900145,-0.00024394010869001448,-0.0078500746309913,RANGE_BOUND,23488.042816959027,23051.437154743926,23924.094622893575,2
2026-06-03,2026-06-09,SHORT_STRADDLE,216.34999999999854,95.21481820700001,121.13518179299854,0.0012113518179299853,-0.0078500746309913,RANGE_BOUND,23488.042816959027,23051.437154743926,23924.094622893575,1
2026-06-03,2026-06-09,SHORT_STRANGLE,225.94999999999854,94.997358335,130.95264166499854,0.0013095264166499854,-0.0078500746309913,RANGE_BOUND,23488.042816959027,23051.437154743926,23924.094622893575,3
2026-06-10,2026-06-16,SHORT_PUT,182.45,47.550421321,134.899578679,0.00134899578679,0.03274082297408376,RANGE_BOUND,23285.33802181743,22853.849303622985,23716.279374832633,2
2026-06-10,2026-06-16,SHORT_STRADDLE,-404.95,95.398339529,-500.348339529,-0.00500348339529,0.03274082297408376,RANGE_BOUND,23285.33802181743,22853.849303622985,23716.279374832633,1
2026-06-10,2026-06-16,SHORT_STRANGLE,-395.34999999999997,95.18087965699999,-490.53087965699996,-0.00490530879657,0.03274082297408376,RANGE_BOUND,23285.33802181743,22853.849303622985,23716.279374832633,3
2026-06-17,2026-06-23,SHORT_PUT,-86.19999999999999,47.619870964,-133.819870964,-0.0013381987096399998,-0.010023242300987834,RANGE_BOUND,24070.24055581902,23622.897851778285,24517.015783100665,2
2026-06-17,2026-06-23,SHORT_STRADDLE,52.650000000000006,95.08683403699999,-42.43683403699998,-0.0004243683403699998,-0.010023242300987834,RANGE_BOUND,24070.24055581902,23622.897851778285,24517.015783100665,1
2026-06-17,2026-06-23,SHORT_STRANGLE,63.39999999999999,94.87157547200002,-31.471575472000026,-0.0003147157547200003,-0.010023242300987834,RANGE_BOUND,24070.24055581902,23622.897851778285,24517.015783100665,3
2026-06-29,2026-06-30,SHORT_PUT,-17.050000000000722,47.37654976300001,-64.42654976300074,-0.0006442654976300074,-0.004634399676301193,RANGE_BOUND,23934.026700158945,23488.932406571414,24378.556369209346,2
2026-06-29,2026-06-30,SHORT_STRADDLE,70.59999999999928,94.74550681999997,-24.14550682000069,-0.0002414550682000069,-0.004634399676301193,RANGE_BOUND,23934.026700158945,23488.932406571414,24378.556369209346,1
2026-06-29,2026-06-30,SHORT_STRANGLE,80.8,94.55702410399999,-13.757024103999996,-0.00013757024103999994,-0.004634399676301193,RANGE_BOUND,23934.026700158945,23488.932406571414,24378.556369209346,3
2026-07-01,2026-07-07,SHORT_PUT,181.3,47.548220014,133.751779986,0.00133751779986,0.014431817238488298,RANGE_BOUND,24118.354028295384,23671.037317439084,24565.10329536627,2
2026-07-01,2026-07-07,SHORT_STRADDLE,-45.39999999999927,95.118004496,-140.51800449599926,-0.0014051800449599926,0.014431817238488298,RANGE_BOUND,24118.354028295384,23671.037317439084,24565.10329536627,1
2026-07-01,2026-07-07,SHORT_STRANGLE,-34.04999999999927,94.903894439,-128.95389443899927,-0.0012895389443899927,0.014431817238488298,RANGE_BOUND,24118.354028295384,23671.037317439084,24565.10329536627,3
