entry_date,expiry,strategy,gross_pnl,cost,net_pnl,return_on_capital,target_return,pred_regime,pred_close,pred_low,pred_high,selected_rank
2023-06-30,2023-07-06,SHORT_CALL,-235.74999999999855,47.42463804100001,-283.17463804099856,-0.0028317463804099856,0.014269582711402329,RANGE_BOUND,19328.65563128258,18956.046569455717,19738.29990157892,3
2023-06-30,2023-07-06,SHORT_PUT,117.35,47.425808203,69.92419179699999,0.0006992419179699999,0.014269582711402329,RANGE_BOUND,19328.65563128258,18956.046569455717,19738.29990157892,2
2023-06-30,2023-07-06,SHORT_STRADDLE,-118.39999999999856,94.850446244,-213.25044624399857,-0.0021325044624399855,0.014269582711402329,RANGE_BOUND,19328.65563128258,18956.046569455717,19738.29990157892,1
2023-07-07,2023-07-13,SHORT_CALL,-5.999999999999275,47.366099428,-53.36609942799927,-0.0005336609942799927,0.003933293811377192,RANGE_BOUND,19444.428777255496,19069.16461289189,19856.992052086753,3
2023-07-07,2023-07-13,SHORT_PUT,115.35,47.421979842999995,67.92802015699999,0.0006792802015699999,0.003933293811377192,RANGE_BOUND,19444.428777255496,19069.16461289189,19856.992052086753,2
2023-07-07,2023-07-13,SHORT_STRADDLE,109.35000000000072,94.78807927099999,14.561920729000732,0.00014561920729000733,0.003933293811377192,RANGE_BOUND,19444.428777255496,19069.16461289189,19856.992052086753,1
2023-07-14,2023-07-20,SHORT_CALL,-302.75000000000074,47.49472605700001,-350.2447260570008,-0.003502447260570008,0.018947540289353748,RANGE_BOUND,19691.915572979928,19312.775635988015,20108.73985005942,3
2023-07-14,2023-07-20,SHORT_PUT,97.1,47.387046057999996,49.712953942,0.00049712953942,0.018947540289353748,RANGE_BOUND,19691.915572979928,19312.775635988015,20108.73985005942,2
2023-07-14,2023-07-20,SHORT_STRADDLE,-205.65000000000074,94.88177211499998,-300.5317721150007,-0.003005317721150007,0.018947540289353748,RANGE_BOUND,19691.915572979928,19312.775635988015,20108.73985005942,1
2023-07-21,2023-07-27,SHORT_CALL,97.75,47.388290274999996,50.361709725000004,0.0005036170972500001,-0.006548208976355663,RANGE_BOUND,19863.101088391475,19480.526444985004,20283.701462047833,3
2023-07-21,2023-07-27,SHORT_PUT,-31.849999999998545,47.501277463,-79.35127746299855,-0.0007935127746299855,-0.006548208976355663,RANGE_BOUND,19863.101088391475,19480.526444985004,20283.701462047833,2
2023-07-21,2023-07-27,SHORT_STRADDLE,65.90000000000146,94.88956773799998,-28.989567737998527,-0.00028989567737998525,-0.006548208976355663,RANGE_BOUND,19863.101088391475,19480.526444985004,20283.701462047833,1
2023-07-28,2023-08-03,SHORT_CALL,58.6,47.313350127999996,11.286649872000005,0.00011286649872000006,-0.014360716491661374,RANGE_BOUND,19743.47240958372,19361.373653407878,20163.549595542016,3
2023-07-28,2023-08-03,SHORT_PUT,-140.19999999999854,47.59751491,-187.79751490999854,-0.0018779751490999854,-0.014360716491661374,RANGE_BOUND,19743.47240958372,19361.373653407878,20163.549595542016,2
2023-07-28,2023-08-03,SHORT_STRADDLE,-81.59999999999854,94.91086503799998,-176.51086503799854,-0.0017651086503799854,-0.014360716491661374,RANGE_BOUND,19743.47240958372,19361.373653407878,20163.549595542016,1
2023-08-04,2023-08-10,LONG_CALL,-57.3,47.225451514,-104.525451514,-0.00104525451514,0.0010497413958239221,BULLISH,19706.66216624812,19327.959426468085,20123.00579121476,2
2023-08-04,2023-08-10,SHORT_PUT,124.79999999999927,47.447615596,77.35238440399928,0.0007735238440399928,0.0010497413958239221,BULLISH,19706.66216624812,19327.959426468085,20123.00579121476,3
2023-08-04,2023-08-10,LONG_SYNTHETIC_FUTURE,67.49999999999928,94.67306711000002,-27.173067110000744,-0.00027173067110000746,0.0010497413958239221,BULLISH,19706.66216624812,19327.959426468085,20123.00579121476,1
2023-08-11,2023-08-17,SHORT_CALL,75.8,47.346274023999996,28.453725976,0.00028453725976,-0.005662839315332069,RANGE_BOUND,19562.235492662177,19184.923659056214,19977.049963340578,3
2023-08-11,2023-08-17,SHORT_PUT,-9.24999999999855,47.433695011,-56.68369501099855,-0.0005668369501099855,-0.005662839315332069,RANGE_BOUND,19562.235492662177,19184.923659056214,19977.049963340578,2
2023-08-11,2023-08-17,SHORT_STRADDLE,66.55000000000145,94.77996903500001,-28.22996903499856,-0.00028229969034998563,-0.005662839315332069,RANGE_BOUND,19562.235492662177,19184.923659056214,19977.049963340578,1
2023-08-18,2023-08-24,LONG_CALL,-25.75000000000145,47.317799671,-73.06779967100145,-0.0007306779967100145,0.0033158316736932036,BULLISH,19491.07173037551,19117.103681640037,19902.210063102284,2
2023-08-18,2023-08-24,SHORT_PUT,103.4,47.399105391999996,56.00089460800001,0.0005600089460800001,0.0033158316736932036,BULLISH,19491.07173037551,19117.103681640037,19902.210063102284,3
2023-08-18,2023-08-24,LONG_SYNTHETIC_FUTURE,77.64999999999856,94.71690506300001,-17.066905063001457,-0.00017066905063001456,0.0033158316736932036,BULLISH,19491.07173037551,19117.103681640037,19902.210063102284,1
2023-08-25,2023-08-31,SHORT_CALL,94.5,47.38678590999999,47.11321409000001,0.0004711321409000001,8.831031204703521e-05,RANGE_BOUND,19342.25610647996,18969.85887250575,19751.667494447283,3
2023-08-25,2023-08-31,SHORT_PUT,89.75,47.372976834999996,42.377023165000004,0.00042377023165000003,8.831031204703521e-05,RANGE_BOUND,19342.25610647996,18969.85887250575,19751.667494447283,2
2023-08-25,2023-08-31,SHORT_STRADDLE,184.25,94.75976274499999,89.49023725500001,0.0008949023725500001,8.831031204703521e-05,RANGE_BOUND,19342.25610647996,18969.85887250575,19751.667494447283,1
2023-09-01,2023-09-07,LONG_CALL,211.15000000000072,47.738723545000006,163.41127645500072,0.0016341127645500071,0.01315081411021879,BULLISH,19621.158170099814,19243.696412671194,20036.137466170898,2
2023-09-01,2023-09-07,SHORT_PUT,114.95,47.421214171,67.528785829,0.00067528785829,0.01315081411021879,BULLISH,19621.158170099814,19243.696412671194,20036.137466170898,3
2023-09-01,2023-09-07,LONG_SYNTHETIC_FUTURE,326.1000000000007,95.159937716,230.9400622840007,0.002309400622840007,0.01315081411021879,BULLISH,19621.158170099814,19243.696412671194,20036.137466170898,1
2023-09-08,2023-09-14,SHORT_CALL,-245.2,47.491214164,-292.691214164,-0.00292691214164,0.015073632088645317,RANGE_BOUND,19902.254769049032,19517.822037492082,20324.897914185018,3
2023-09-08,2023-09-14,SHORT_PUT,97.55,47.387907438999996,50.162092561,0.00050162092561,0.015073632088645317,RANGE_BOUND,19902.254769049032,19517.822037492082,20324.897914185018,2
2023-09-08,2023-09-14,SHORT_STRADDLE,-147.64999999999998,94.87912160300002,-242.529121603,-0.00242529121603,0.015073632088645317,RANGE_BOUND,19902.254769049032,19517.822037492082,20324.897914185018,1
2023-09-15,2023-09-21,LONG_CALL,-73.5,47.23264723,-120.73264723,-0.0012073264723,-0.023254780341339987,BULLISH,20417.926023009433,20026.197321166648,20848.590316126065,2
2023-09-15,2023-09-21,SHORT_PUT,-372.5999999999993,47.59945078,-420.19945077999927,-0.004201994507799993,-0.023254780341339987,BULLISH,20417.926023009433,20026.197321166648,20848.590316126065,3
2023-09-15,2023-09-21,LONG_SYNTHETIC_FUTURE,-446.0999999999993,94.83209801000001,-540.9320980099993,-0.005409320980099993,-0.023254780341339987,BULLISH,20417.926023009433,20026.197321166648,20848.590316126065,1
