qty,entry_price,exit_price,buy_value,sell_value,gross_pnl,net_pnl,fees,return_pct,exit_reason,symbol,expert,expert_rule_score,regime_code,pred_p025,pred_p03,target,predicted_net_return,selection_score,signal_date,entry_date,configured_portfolio_size,actual_portfolio_size,stop_loss_pct
702,142.22107499999998,141.929,99839.19464999999,99634.158,-205.03664999999455,-288.46039887852606,83.42374887853151,-0.0028846039887852606,close_proxy,LICMFGOLD,volatility,0.8076234597669942,0.0,0.005422496639590534,0.006383388104852703,0.03,0.006383388104852703,0.08714573408155213,2026-03-06,2026-03-09,1,1,0.0125
