qty,entry_price,exit_price,buy_value,sell_value,gross_pnl,net_pnl,fees,return_pct,exit_reason,symbol,expert,expert_rule_score,regime_code,pred_p025,pred_p03,target,predicted_net_return,selection_score,signal_date,entry_date,configured_portfolio_size,actual_portfolio_size,stop_loss_pct
351,142.22107499999998,141.929,49919.597324999995,49817.079,-102.51832499999728,-167.83019943926303,65.31187443926576,-0.0033566039887852604,close_proxy,LICMFGOLD,volatility,0.8076234597669942,0.0,0.005422496639590534,0.006383388104852703,0.03,0.006383388104852703,0.08714573408155213,2026-03-06,2026-03-09,3,2,0.0125
371,134.36715,134.23285,49850.21265,49800.387350000005,-49.82529999999679,-115.12732974299678,65.30202974299999,-0.0023025465948599355,close_proxy,SILVERTUC,mean_reversion,0.7093127211057366,0.0,0.007554439141604281,0.009363204331533101,0.03,0.009363204331533101,0.08029447644210677,2026-03-06,2026-03-09,3,2,0.0125
